"Points:0","Points:1","Points:2","U:0","U:1","U:2","blendedIndicatorU","k","nut","omega","p"
3.525,2.4567,0.005,0.13629,0.028348,-7.8186e-24,0,0.001141,0.0014531,0.78522,0.0082613
3.475,2.5067,0.005,0.13865,0.024674,9.1426e-24,0,0.0016602,0.0016718,0.99303,0.0093716
3.425,2.5568,0.005,0.14379,0.020369,-9.7039e-25,0,0.0024243,0.0019746,1.2277,0.010408
3.375,2.6068,0.005,0.15365,0.015654,7.2674e-24,0,0.0033936,0.0022928,1.4801,0.01137
3.325,2.6569,0.005,0.16963,0.010826,-1.1674e-23,0,0.0044875,0.0025116,1.7867,0.012283
3.275,2.7069,0.005,0.19361,0.0062045,4.565e-24,0,0.0055114,0.0024736,2.2281,0.013172
3.225,2.7569,0.005,0.2281,0.0023018,1.4865e-23,0,0.0061077,0.0021929,2.7257,0.014073
3.175,2.807,0.005,0.27315,-0.00011293,4.6742e-24,0,0.0058348,0.0018628,3.0512,0.014943
3.125,2.86,0.005,0.32463,-0.00099204,1.6776e-37,0,0.004476,0.0014991,2.9858,0.015685
3.075,2.916,0.005,0.36875,-0.00029387,-8.4474e-38,0,0.0022424,0.00081259,2.7596,0.016327
3.025,2.972,0.005,0.36978,3.2011e-05,-4.4985e-24,0,0.0022208,0.00029631,7.4948,0.016891
6.025,0.024,0.005,-0.23761,0.00058054,0,0,0.0010832,0.00017739,6.1059,-0.0071948
5.975,0.072,0.005,-0.25367,0.0010005,-7.4922e-25,0,0.00072714,0.00040518,1.7946,-0.0072694
5.925,0.12,0.005,-0.25101,0.0014277,8.8316e-25,0,0.0008464,0.00084426,1.0025,-0.0073544
5.875,0.168,0.005,-0.24463,0.0017345,-1.1335e-38,0,0.00097858,0.0012867,0.76055,-0.0074262
5.825,0.216,0.005,-0.23716,0.0020774,-2.301e-25,0,0.0010849,0.0016501,0.65748,-0.0075025
5.775,0.264,0.005,-0.22911,0.0024457,3.4442e-25,0,0.0011694,0.0019285,0.60638,-0.0075737
5.725,0.312,0.005,-0.22046,0.0028265,-2.7599e-39,0,0.0012384,0.0020864,0.58046,-0.0076514
5.675,0.36,0.005,-0.21077,0.0031929,-5.3127e-25,0,0.0012947,0.0019126,0.5682,-0.007738
5.625,0.408,0.005,-0.19969,0.0035002,-6.8615e-25,0,0.0013411,0.001771,0.56239,-0.0078267
5.575,0.456,0.005,-0.18767,0.0037599,1.0782e-25,0,0.0013759,0.0017106,0.55773,-0.0079112
5.525,0.50502,0.005,-0.17497,0.0040091,7.8497e-25,0,0.001402,0.0017066,0.55216,-0.007993
5.475,0.55506,0.005,-0.16192,0.0042712,0,0,0.0014236,0.0017336,0.54592,-0.0080724
5.425,0.60511,0.005,-0.14895,0.0045593,-1.0123e-24,0,0.0014451,0.0017807,0.53958,-0.0081474
5.375,0.65515,0.005,-0.13616,0.004873,6.0013e-40,0,0.0014683,0.0018472,0.53282,-0.008217
5.325,0.70519,0.005,-0.12366,0.0052106,1.099e-24,0,0.0014929,0.0019358,0.52489,-0.00828
5.275,0.75523,0.005,-0.11156,0.0055733,3.2893e-25,0,0.0015173,0.0020478,0.51522,-0.0083351
5.225,0.80528,0.005,-0.099951,0.0059642,-3.6785e-25,0,0.001539,0.002181,0.50366,-0.0083808
5.175,0.85532,0.005,-0.088888,0.0063893,-4.0527e-25,0,0.001556,0.0023302,0.49043,-0.0084161
5.125,0.90536,0.005,-0.078385,0.0068555,4.428e-25,0,0.0015669,0.0024888,0.47599,-0.0084398
5.075,0.9554,0.005,-0.068424,0.0073695,3.9632e-26,0,0.0015708,0.0026487,0.46086,-0.0084509
5.025,1.0054,0.005,-0.058965,0.0079324,-8.8345e-25,0,0.0015674,0.0028044,0.44556,-0.0084488
4.975,1.0555,0.005,-0.049964,0.0085506,-1.2909e-24,0,0.0015571,0.0029516,0.43055,-0.0084321
4.925,1.1055,0.005,-0.04137,0.0092274,-6.2413e-25,0,0.0015402,0.0030864,0.41623,-0.0083998
4.875,1.1556,0.005,-0.033135,0.0099677,-6.8766e-25,0,0.0015174,0.0032056,0.40294,-0.0083503
4.825,1.2056,0.005,-0.025205,0.010778,7.6374e-25,0,0.0014894,0.0033047,0.39089,-0.008282
4.775,1.2557,0.005,-0.017521,0.011667,8.563e-25,0,0.0014567,0.0033784,0.38017,-0.0081926
4.725,1.3057,0.005,-0.01002,0.012645,-8.6916e-25,0,0.0014195,0.0034212,0.37072,-0.0080799
4.675,1.3557,0.005,-0.0026355,0.013722,-1.1093e-24,0,0.0013781,0.003432,0.36243,-0.0079414
4.625,1.4058,0.005,0.004691,0.014912,2.2283e-38,0,0.0013325,0.0034189,0.35512,-0.0077746
4.575,1.4558,0.005,0.012001,0.016237,0,0,0.0012833,0.0033949,0.34874,-0.0075764
4.525,1.5059,0.005,0.019327,0.017728,1.5142e-24,0,0.001232,0.0033493,0.34336,-0.0073425
4.475,1.5559,0.005,0.026722,0.019386,7.1769e-38,0,0.0011795,0.003227,0.33902,-0.0070675
4.425,1.606,0.005,0.034218,0.021162,-3.8149e-24,0,0.0011264,0.0030619,0.33561,-0.0067471
4.375,1.656,0.005,0.041797,0.022976,-7.8834e-40,0,0.0010732,0.0028718,0.33307,-0.0063782
4.325,1.706,0.005,0.049441,0.024773,1.3299e-24,0,0.0010205,0.0026772,0.3313,-0.0059575
4.275,1.7561,0.005,0.057131,0.026523,4.5163e-24,0,0.00096889,0.0024896,0.33027,-0.0054813
4.225,1.8061,0.005,0.064841,0.028205,2.6014e-37,0,0.0009191,0.0023113,0.33,-0.0049453
4.175,1.8562,0.005,0.072536,0.029788,3.7224e-24,0,0.0008716,0.0021427,0.33057,-0.0043458
4.125,1.9062,0.005,0.080174,0.031237,-8.291e-24,0,0.0008267,0.0019849,0.3321,-0.00368
4.075,1.9563,0.005,0.087706,0.032517,-6.4938e-24,0,0.00078448,0.0018385,0.33476,-0.0029463
4.025,2.0063,0.005,0.095074,0.033591,8.5182e-25,0,0.00074496,0.0017032,0.33884,-0.002144
3.975,2.0563,0.005,0.10221,0.034423,-1.0087e-23,0,0.00070815,0.0015785,0.34474,-0.0012738
3.925,2.1064,0.005,0.10905,0.034972,-2.5388e-24,0,0.00067439,0.0014639,0.35306,-0.00033798
3.875,2.1564,0.005,0.11552,0.0352,8.1617e-38,0,0.00064465,0.0013604,0.36468,0.00065967
3.825,2.2065,0.005,0.12154,0.035065,-1.0536e-23,0,0.00062145,0.0012712,0.38108,0.0017129
3.775,2.2565,0.005,0.12702,0.034528,2.8911e-23,0,0.00061055,0.0012062,0.40528,0.0028132
3.725,2.3066,0.005,0.13186,0.033506,1.1438e-23,0,0.0006244,0.0012036,0.44459,0.0039436
3.675,2.3566,0.005,0.13569,0.03201,-1.8377e-23,0,0.00068527,0.0012959,0.51013,0.0050943
3.625,2.4066,0.005,0.13838,0.029984,7.6527e-24,0,0.00082936,0.0013466,0.61588,0.006254
3.575,2.4567,0.005,0.14049,0.02729,-2.3903e-24,0,0.0011189,0.0014442,0.77474,0.0073986
3.525,2.5067,0.005,0.14327,0.02389,-7.3185e-24,0,0.0016215,0.0016543,0.98018,0.0084977
3.475,2.5568,0.005,0.14867,0.019865,1.0268e-24,0,0.0023646,0.0019521,1.2113,0.0095322
3.425,2.6068,0.005,0.15856,0.01541,1.0817e-37,0,0.0033104,0.0022699,1.4584,0.010502
3.375,2.6569,0.005,0.1743,0.010809,1.6319e-32,0,0.0043822,0.0024946,1.7566,0.011429
3.325,2.7069,0.005,0.19768,0.0063648,3.9938e-25,0,0.0053934,0.0024692,2.1842,0.012336
3.275,2.7569,0.005,0.23104,0.0025756,1.9035e-32,0,0.0059986,0.0022254,2.6675,0.013244
3.225,2.807,0.005,0.27451,0.00015261,-4.8464e-24,0,0.0057696,0.0018972,2.9936,0.014147
3.175,2.86,0.005,0.32459,-0.00079008,-1.5186e-25,0,0.0044642,0.0015135,2.9496,0.014929
3.125,2.916,0.005,0.36821,-0.00015985,4.7493e-24,0,0.0022613,0.00082223,2.7502,0.015626
3.075,2.972,0.005,0.36967,7.2508e-05,-8.8667e-38,0,0.0022178,0.00029611,7.4896,0.016247
6.075,0.024,0.005,-0.23837,0.00055823,3.7662e-27,0,0.0010873,0.00017773,6.1176,-0.0071043
6.025,0.072,0.005,-0.25406,0.00095041,6.0464e-25,0,0.00073539,0.00041089,1.7898,-0.0071923
5.975,0.12,0.005,-0.25126,0.001335,-5.2309e-25,0,0.00085582,0.00085533,1.0006,-0.0072896
5.925,0.168,0.005,-0.24482,0.0016046,1.1892e-24,0,0.00098677,0.0012985,0.75992,-0.0073742
5.875,0.216,0.005,-0.23732,0.0019058,-2.1213e-41,0,0.001091,0.00166,0.6572,-0.0074615
5.825,0.264,0.005,-0.22926,0.0022322,1.1907e-25,0,0.001173,0.0019353,0.60614,-0.0075431
5.775,0.312,0.005,-0.22056,0.0025685,4.2131e-39,0,0.0012396,0.0020592,0.58005,-0.0076308
5.725,0.36,0.005,-0.21076,0.002883,-7.5541e-40,0,0.0012935,0.0018811,0.56742,-0.0077277
5.675,0.408,0.005,-0.19957,0.0031302,6.3751e-26,0,0.0013371,0.0017424,0.56096,-0.0078227
5.625,0.456,0.005,-0.18747,0.0033383,-2.0527e-24,0,0.0013689,0.0016859,0.55549,-0.0079133
5.575,0.50502,0.005,-0.17473,0.0035388,-2.291e-26,0,0.0013924,0.0016833,0.54921,-0.0080009
5.525,0.55506,0.005,-0.16166,0.0037531,0,0,0.0014123,0.0017096,0.54254,-0.0080856
5.475,0.60511,0.005,-0.14866,0.003993,-7.7412e-25,0,0.0014329,0.0017554,0.53605,-0.0081655
5.425,0.65515,0.005,-0.13585,0.0042578,-1.5741e-25,0,0.0014562,0.0018207,0.52935,-0.0082397
5.375,0.70519,0.005,-0.12332,0.0045456,7.6719e-25,0,0.0014816,0.0019089,0.52162,-0.0083071
5.325,0.75523,0.005,-0.1112,0.0048575,4.8012e-25,0,0.0015073,0.0020212,0.51223,-0.0083664
5.275,0.80528,0.005,-0.099566,0.0051973,1.37e-33,0,0.0015308,0.0021554,0.50098,-0.0084163
5.225,0.85532,0.005,-0.088487,0.0055699,-3.1672e-25,0,0.0015498,0.0023058,0.48809,-0.0084559
5.175,0.90536,0.005,-0.077973,0.0059812,-3.5416e-25,0,0.0015627,0.0024652,0.47397,-0.0084841
5.125,0.9554,0.005,-0.068002,0.0064375,3.9285e-25,0,0.0015686,0.0026267,0.45914,-0.0085001
5.075,1.0054,0.005,-0.058537,0.0069436,8.351e-25,0,0.0015674,0.0027836,0.44411,-0.0085032
5.025,1.0555,0.005,-0.04953,0.0075003,1.5651e-25,0,0.0015591,0.0029318,0.42934,-0.0084926
4.975,1.1055,0.005,-0.040932,0.0081134,-4.5108e-26,0,0.0015443,0.0030682,0.41523,-0.008467
4.925,1.1556,0.005,-0.032694,0.0087866,0,0,0.0015235,0.0031893,0.40212,-0.0084253
4.875,1.2056,0.005,-0.024764,0.0095258,-7.3899e-25,0,0.0014975,0.0032909,0.39022,-0.0083658
4.825,1.2557,0.005,-0.017086,0.010339,-7.3404e-25,0,0.0014668,0.0033679,0.37962,-0.0082868
4.775,1.3057,0.005,-0.0095953,0.011236,1.0848e-24,0,0.0014316,0.0034151,0.37029,-0.0081859
4.725,1.3557,0.005,-0.0022277,0.012227,-3.1788e-24,0,0.0013921,0.003431,0.36213,-0.008061
4.675,1.4058,0.005,0.0050742,0.013326,-7.6329e-25,0,0.0013483,0.003421,0.35496,-0.0079093
4.625,1.4558,0.005,0.01235,0.014545,4.5342e-25,0,0.0013008,0.0033934,0.34872,-0.0077281
4.575,1.5059,0.005,0.019639,0.015908,1.3618e-24,0,0.0012508,0.0033388,0.34344,-0.0075141
4.525,1.5559,0.005,0.027011,0.017431,1.5548e-24,0,0.0011989,0.0032149,0.33911,-0.0072632
4.475,1.606,0.005,0.034515,0.019098,-4.4422e-24,0,0.0011459,0.0030576,0.33567,-0.0069702
4.425,1.656,0.005,0.042138,0.020848,4.1528e-24,0,0.0010925,0.0028758,0.33309,-0.0066307
4.375,1.706,0.005,0.04985,0.022606,-1.2746e-24,0,0.0010394,0.0026825,0.33129,-0.0062408
4.325,1.7561,0.005,0.057627,0.024325,6.9608e-24,0,0.00098707,0.0024927,0.33024,-0.0057973
4.275,1.8061,0.005,0.065442,0.025979,-4.85e-24,0,0.00093625,0.0023134,0.32993,-0.0052965
4.225,1.8562,0.005,0.073262,0.027545,2.0231e-24,0,0.00088753,0.0021454,0.33041,-0.0047346
4.175,1.9062,0.005,0.081047,0.028991,-7.7833e-24,0,0.0008413,0.001989,0.3318,-0.0041084
4.125,1.9563,0.005,0.088747,0.030282,5.1246e-24,0,0.00079776,0.0018446,0.33427,-0.0034159
4.075,2.0063,0.005,0.096303,0.031384,-1.9339e-24,0,0.00075697,0.0017119,0.33807,-0.0026561
4.025,2.0563,0.005,0.10365,0.032259,1.465e-37,0,0.00071898,0.0015901,0.34359,-0.0018293
3.975,2.1064,0.005,0.11072,0.03287,-3.2686e-24,0,0.0006841,0.0014787,0.35139,-0.00093712
3.925,2.1564,0.005,0.11745,0.033178,-3.437e-24,0,0.00065325,0.0013781,0.36235,1.7242e-05
3.875,2.2065,0.005,0.12374,0.033143,7.0884e-24,0,0.00062881,0.0012909,0.37795,0.0010282
3.825,2.2565,0.005,0.12952,0.032725,-3.3607e-24,0,0.00061627,0.0012277,0.40123,0.0020879
3.775,2.3066,0.005,0.13468,0.031843,3.7935e-25,0,0.00062767,0.0012289,0.43953,0.0031803
3.725,2.3566,0.005,0.13885,0.030517,7.2394e-24,0,0.00068429,0.0013238,0.5038,0.0042971
3.675,2.4066,0.005,0.14193,0.028687,-1.1907e-23,0,0.00082086,0.0013503,0.60793,0.0054296
3.625,2.4567,0.005,0.14447,0.026214,-5.0223e-24,0,0.0010994,0.001437,0.76508,0.0065527
3.575,2.5067,0.005,0.14766,0.023067,-7.1427e-24,0,0.0015864,0.0016385,0.96817,0.0076366
3.525,2.5568,0.005,0.15335,0.019307,2.3615e-37,0,0.0023092,0.0019313,1.1957,0.0086643
3.475,2.6068,0.005,0.16329,0.015103,2.1546e-37,0,0.0032318,0.0022481,1.4375,0.0096356
3.425,2.6569,0.005,0.17884,0.010725,1.1275e-23,0,0.0042807,0.0024776,1.7277,0.010571
3.375,2.7069,0.005,0.20166,0.0064645,-8.684e-25,0,0.0052767,0.0024633,2.1421,0.011494
3.325,2.7569,0.005,0.23397,0.0027859,-9.7388e-24,0,0.0058885,0.0022553,2.611,0.012409
3.275,2.807,0.005,0.27593,0.00037694,-4.1085e-24,0,0.0057006,0.001932,2.9364,0.013327
3.225,2.86,0.005,0.32464,-0.00062083,-5.8014e-26,0,0.004449,0.0015271,2.9133,0.014146
3.175,2.916,0.005,0.36774,-4.7262e-05,2.0594e-25,0,0.0022792,0.00083145,2.7412,0.01489
3.125,2.972,0.005,0.36964,0.00010296,5.0829e-24,0,0.0022153,0.00029595,7.4855,0.015563
6.125,0.024,0.005,-0.2391,0.0005349,-1.9695e-27,0,0.0010911,0.00017804,6.1284,-0.0070013
6.075,0.072,0.005,-0.25441,0.00089969,5.9919e-25,0,0.00074377,0.00041676,1.7847,-0.0071033
6.025,0.12,0.005,-0.25147,0.0012408,-1.8189e-25,0,0.00086541,0.00086656,0.99867,-0.0072131
5.975,0.168,0.005,-0.24498,0.0014755,6.2415e-38,0,0.00099504,0.0013103,0.75939,-0.0073106
5.925,0.216,0.005,-0.23744,0.0017366,7.3898e-25,0,0.0010971,0.0016698,0.65701,-0.0074095
5.875,0.264,0.005,-0.22937,0.0020213,-3.4022e-25,0,0.0011766,0.0019417,0.60596,-0.007502
5.825,0.312,0.005,-0.22062,0.0023127,6.8522e-25,0,0.0012406,0.0020322,0.57966,-0.0075998
5.775,0.36,0.005,-0.21071,0.0025798,-1.7817e-25,0,0.001292,0.0018505,0.56659,-0.0077059
5.725,0.408,0.005,-0.19941,0.0027734,-1.3715e-25,0,0.0013325,0.0017153,0.55941,-0.0078083
5.675,0.456,0.005,-0.18724,0.0029323,9.6306e-26,0,0.0013612,0.0016621,0.5531,-0.0079052
5.625,0.50502,0.005,-0.17447,0.0030872,-7.5077e-25,0,0.0013819,0.0016604,0.54611,-0.0079987
5.575,0.55506,0.005,-0.16137,0.0032575,0,0,0.0014001,0.001686,0.53901,-0.0080889
5.525,0.60511,0.005,-0.14835,0.0034533,-7.3967e-25,0,0.0014199,0.0017303,0.53238,-0.0081737
5.475,0.65515,0.005,-0.13552,0.0036733,-6.6244e-39,0,0.0014431,0.0017946,0.52573,-0.0082526
5.425,0.70519,0.005,-0.12297,0.003916,-1.1456e-25,0,0.0014693,0.0018824,0.51819,-0.0083244
5.375,0.75523,0.005,-0.11082,0.0041819,-8.4837e-25,0,0.0014964,0.0019951,0.50907,-0.0083878
5.325,0.80528,0.005,-0.099177,0.0044748,-6.4372e-25,0,0.0015215,0.0021302,0.49814,-0.008442
5.275,0.85532,0.005,-0.088085,0.0047999,1.077e-38,0,0.0015425,0.002282,0.48558,-0.0084858
5.225,0.90536,0.005,-0.077562,0.0051621,-2.6957e-25,0,0.0015575,0.0024428,0.4718,-0.0085184
5.175,0.9554,0.005,-0.067586,0.0055665,-1.0549e-24,0,0.0015656,0.0026053,0.4573,-0.0085391
5.125,1.0054,0.005,-0.058116,0.0060181,1.4524e-26,0,0.0015664,0.0027639,0.44257,-0.0085474
5.075,1.0555,0.005,-0.049105,0.0065203,4.988e-25,0,0.0015602,0.0029134,0.42806,-0.0085423
5.025,1.1055,0.005,-0.040505,0.0070744,6.5515e-25,0,0.0015475,0.0030512,0.41418,-0.0085232
4.975,1.1556,0.005,-0.032266,0.0076858,1.3349e-25,0,0.0015288,0.0031742,0.40126,-0.0084887
4.925,1.2056,0.005,-0.024339,0.0083592,0,0,0.0015048,0.0032783,0.38953,-0.0084376
4.875,1.2557,0.005,-0.016666,0.0091019,-6.4918e-25,0,0.001476,0.0033584,0.37908,-0.0083681
4.825,1.3057,0.005,-0.0091866,0.0099233,8.7457e-25,0,0.0014428,0.0034096,0.36989,-0.0082783
4.775,1.3557,0.005,-0.0018361,0.010834,6.3516e-25,0,0.0014051,0.0034304,0.36185,-0.0081659
4.725,1.4058,0.005,0.0054418,0.011847,-3.3739e-25,0,0.0013632,0.0034251,0.35483,-0.0080286
4.675,1.4558,0.005,0.012686,0.012973,0,0,0.0013175,0.0033987,0.34874,-0.0078633
4.625,1.5059,0.005,0.019938,0.014228,0,0,0.0012688,0.0033386,0.3436,-0.0076675
4.575,1.5559,0.005,0.027279,0.015627,0,0,0.0012179,0.0032079,0.33936,-0.0074379
4.525,1.606,0.005,0.034773,0.017173,1.6189e-24,0,0.0011652,0.0030498,0.33593,-0.0071702
4.475,1.656,0.005,0.042423,0.018832,-4.7893e-24,0,0.0011118,0.0028743,0.33332,-0.0068591
4.425,1.706,0.005,0.050195,0.020538,2.4413e-24,0,0.0010584,0.0026864,0.3315,-0.0064996
4.375,1.7561,0.005,0.058054,0.022224,-2.5145e-24,0,0.0010054,0.0024969,0.33042,-0.0060881
4.325,1.8061,0.005,0.065968,0.023852,4.55e-24,0,0.00095368,0.0023161,0.33007,-0.0056213
4.275,1.8562,0.005,0.073907,0.025398,-1.9357e-24,0,0.00090381,0.0021478,0.33049,-0.0050958
4.225,1.9062,0.005,0.08183,0.026835,3.642e-24,0,0.00085629,0.0019922,0.33176,-0.0045083
4.175,1.9563,0.005,0.089688,0.028132,1.6014e-24,0,0.00081142,0.0018492,0.33405,-0.0038563
4.125,2.0063,0.005,0.097424,0.029254,-2.7013e-24,0,0.00076932,0.0017185,0.3376,-0.0031385
4.075,2.0563,0.005,0.10497,0.030166,4.9091e-24,0,0.00073011,0.0015992,0.34277,-0.0023548
4.025,2.1064,0.005,0.11227,0.030831,2.2099e-24,0,0.00069407,0.0014907,0.35009,-0.0015062
3.975,2.1564,0.005,0.11923,0.031211,-1.2364e-23,0,0.00066208,0.0013928,0.36044,-0.00059546
3.925,2.2065,0.005,0.12578,0.031267,2.7929e-24,0,0.0006364,0.0013077,0.37528,0.0003726
3.875,2.2565,0.005,0.13186,0.030958,1.7671e-36,0,0.00062231,0.0012468,0.39768,0.0013907
3.825,2.3066,0.005,0.13734,0.030207,-6.8058e-24,0,0.00063145,0.0012523,0.43502,0.0024438
3.775,2.3566,0.005,0.14182,0.029039,2.0752e-23,0,0.0006842,0.0013499,0.49811,0.003525
3.725,2.4066,0.005,0.14527,0.027391,1.5056e-24,0,0.00081395,0.001355,0.60072,0.0046277
3.675,2.4567,0.005,0.14824,0.025124,4.1892e-37,0,0.0010823,0.0014313,0.7562,0.0057262
3.625,2.5067,0.005,0.15183,0.022214,-3.4288e-32,0,0.0015546,0.0016246,0.95694,0.0067913
3.575,2.5568,0.005,0.15781,0.018703,-1.1118e-24,0,0.002258,0.0019122,1.1809,0.0078081
3.525,2.6068,0.005,0.16784,0.014742,7.3976e-24,0,0.0031575,0.0022276,1.4175,0.0087759
3.475,2.6569,0.005,0.18322,0.010583,-1.1661e-23,0,0.0041831,0.0024607,1.7,0.0097133
3.425,2.7069,0.005,0.20555,0.0065093,5.7592e-24,0,0.0051619,0.002456,2.1018,0.010644
3.375,2.7569,0.005,0.23687,0.0029395,4.39e-25,0,0.0057767,0.0022597,2.5564,0.011568
3.325,2.807,0.005,0.27741,0.00055569,-4.6939e-24,0,0.0056268,0.0019537,2.88,0.012488
3.275,2.86,0.005,0.32477,-0.00047545,-5.3574e-24,0,0.0044301,0.0015399,2.877,0.013336
3.225,2.916,0.005,0.36734,3.8346e-05,5.2809e-24,0,0.002296,0.00084023,2.7326,0.014124
3.175,2.972,0.005,0.36967,0.00013586,5.3347e-24,0,0.0022135,0.00029583,7.4822,0.014842
6.175,0.024,0.005,-0.23979,0.00051039,-8.4691e-27,0,0.0010945,0.00017831,6.1382,-0.0068853
6.125,0.072,0.005,-0.25472,0.00084787,-1.0664e-25,0,0.0007523,0.0004228,1.7793,-0.0070018
6.075,0.12,0.005,-0.25164,0.0011451,7.4818e-38,0,0.00087518,0.00087795,0.99685,-0.0071247
6.025,0.168,0.005,-0.24509,0.0013454,-8.7484e-25,0,0.0010034,0.0013221,0.75897,-0.0072355
5.975,0.216,0.005,-0.23752,0.0015679,1.2397e-25,0,0.0011032,0.0016794,0.65691,-0.0073466
5.925,0.264,0.005,-0.22943,0.0018121,6.9388e-25,0,0.0011802,0.001948,0.60585,-0.0074504
5.875,0.312,0.005,-0.22062,0.0020593,1.8742e-38,0,0.0012414,0.0020053,0.57928,-0.0075585
5.825,0.36,0.005,-0.21061,0.0022812,-2.4829e-25,0,0.00129,0.0018209,0.56571,-0.0076736
5.775,0.408,0.005,-0.19921,0.0024261,-5.7062e-39,0,0.0013273,0.0016896,0.55774,-0.0077835
5.725,0.456,0.005,-0.18698,0.0025397,-6.5324e-25,0,0.0013527,0.0016393,0.55055,-0.0078872
5.675,0.50502,0.005,-0.17417,0.0026524,5.321e-25,0,0.0013708,0.0016381,0.54286,-0.0079868
5.625,0.55506,0.005,-0.16106,0.0027817,1.2967e-24,0,0.0013871,0.0016626,0.53535,-0.0080826
5.575,0.60511,0.005,-0.14803,0.002937,-7.5888e-25,0,0.001406,0.0017055,0.52856,-0.0081726
5.525,0.65515,0.005,-0.13517,0.0031165,-6.4737e-39,0,0.0014292,0.0017687,0.52196,-0.0082561
5.475,0.70519,0.005,-0.12261,0.0033182,6.9209e-25,0,0.0014561,0.0018562,0.5146,-0.0083323
5.425,0.75523,0.005,-0.11044,0.0035428,5.8429e-25,0,0.0014844,0.0019693,0.50575,-0.0084
5.375,0.80528,0.005,-0.098783,0.0037933,-4.9433e-25,0,0.0015113,0.0021054,0.49513,-0.0084583
5.325,0.85532,0.005,-0.087682,0.0040747,1.4994e-25,0,0.0015343,0.0022586,0.48291,-0.0085063
5.275,0.90536,0.005,-0.077153,0.0043927,4.7448e-25,0,0.0015514,0.0024211,0.46949,-0.0085433
5.225,0.9554,0.005,-0.067174,0.004751,8.0373e-34,0,0.0015616,0.0025852,0.45534,-0.0085686
5.175,1.0054,0.005,-0.057703,0.0051534,-5.9724e-25,0,0.0015646,0.0027448,0.44093,-0.0085818
5.125,1.0555,0.005,-0.048691,0.0056039,2.4461e-38,0,0.0015605,0.0028961,0.4267,-0.0085821
5.075,1.1055,0.005,-0.040091,0.0061053,1.0848e-24,0,0.0015498,0.0030355,0.41308,-0.008569
5.025,1.1556,0.005,-0.031853,0.0066596,4.149e-25,0,0.0015332,0.0031603,0.40037,-0.0085414
4.975,1.2056,0.005,-0.023928,0.0072727,-4.4837e-25,0,0.0015112,0.0032669,0.38882,-0.008498
4.925,1.2557,0.005,-0.016262,0.0079505,1.1083e-24,0,0.0014844,0.00335,0.37854,-0.0084375
4.875,1.3057,0.005,-0.0087934,0.0087018,-1.3947e-25,0,0.0014531,0.003405,0.36949,-0.0083579
4.825,1.3557,0.005,-0.0014604,0.0095372,1.5109e-24,0,0.0014173,0.0034303,0.3616,-0.0082573
4.775,1.4058,0.005,0.0057936,0.010469,-6.7286e-25,0,0.0013772,0.0034298,0.35473,-0.0081334
4.725,1.4558,0.005,0.013007,0.011509,4.3848e-25,0,0.0013332,0.0034067,0.3488,-0.0079832
4.675,1.5059,0.005,0.020224,0.012669,-1.0884e-24,0,0.0012862,0.0033454,0.34382,-0.0078042
4.625,1.5559,0.005,0.02753,0.013961,0,0,0.0012364,0.0032093,0.33971,-0.0075939
4.575,1.606,0.005,0.035004,0.015389,-1.7333e-25,0,0.0011844,0.0030453,0.33636,-0.0073489
4.525,1.656,0.005,0.042663,0.016943,-9.7847e-25,0,0.0011311,0.0028698,0.33376,-0.0070643
4.475,1.706,0.005,0.05048,0.018576,2.3345e-24,0,0.0010773,0.0026867,0.33192,-0.0067344
4.425,1.7561,0.005,0.058414,0.02022,-2.3053e-24,0,0.0010239,0.0025005,0.33082,-0.0063543
4.375,1.8061,0.005,0.066423,0.021821,5.8639e-24,0,0.00097132,0.0023196,0.33044,-0.0059206
4.325,1.8562,0.005,0.074473,0.023345,-3.0129e-24,0,0.00092039,0.0021504,0.3308,-0.0054304
4.275,1.9062,0.005,0.082526,0.02477,1.3908e-37,0,0.00087163,0.0019949,0.33198,-0.0048804
4.225,1.9563,0.005,0.090535,0.026068,-4.6953e-24,0,0.00082544,0.0018528,0.33411,-0.004268
4.175,2.0063,0.005,0.098441,0.027204,1.1002e-23,0,0.00078203,0.0017235,0.33743,-0.0035915
4.125,2.0563,0.005,0.10618,0.028145,-5.6137e-24,0,0.00074156,0.0016064,0.34226,-0.0028503
4.075,2.1064,0.005,0.11368,0.028856,-9.5595e-25,0,0.00070432,0.0015003,0.34915,-0.0020451
4.025,2.1564,0.005,0.12088,0.029301,5.4671e-24,0,0.00067117,0.0014049,0.35892,-0.001178
3.975,2.2065,0.005,0.12769,0.029439,-2.6148e-24,0,0.00064425,0.0013217,0.37305,-0.00025326
3.925,2.2565,0.005,0.13405,0.029231,9.493e-24,0,0.00062869,0.0012635,0.39462,0.00072257
3.875,2.3066,0.005,0.13982,0.028602,-3.1224e-24,0,0.00063573,0.0012735,0.43104,0.0017354
3.825,2.3566,0.005,0.1446,0.02758,-1.3195e-23,0,0.00068498,0.0013739,0.49303,0.0027795
3.775,2.4066,0.005,0.14841,0.026101,9.5586e-24,0,0.00080856,0.0013606,0.59425,0.00385
3.725,2.4567,0.005,0.1518,0.024029,2.2935e-24,0,0.0010675,0.001427,0.74808,0.0049212
3.675,2.5067,0.005,0.15579,0.02134,5.0207e-24,0,0.0015261,0.0016124,0.94645,0.0059646
3.625,2.5568,0.005,0.16206,0.018063,-1.1426e-24,0,0.0022107,0.0018948,1.1667,0.0069667
