"Points:0","Points:1","Points:2","U:0","U:1","U:2","blendedIndicatorU","k","nut","omega","p"
3.125,1.2056,0.005,-0.045221,0.11531,-1.4273e-24,0,0.00065924,0.0014712,0.44809,0.0073332
3.075,1.2557,0.005,-0.040017,0.11817,1.3515e-37,0,0.00061872,0.0013638,0.45366,0.0079559
3.025,1.3057,0.005,-0.035137,0.12074,7.8932e-24,0,0.00057935,0.0012531,0.46233,0.0086193
2.975,1.3557,0.005,-0.030606,0.12296,8.3916e-26,0,0.00054201,0.0011425,0.47441,0.0093186
2.925,1.4058,0.005,-0.026455,0.12474,8.4828e-24,0,0.00050816,0.0010365,0.49026,0.010049
2.875,1.4558,0.005,-0.022715,0.1259,-8.6185e-24,0,0.00048011,0.00094093,0.51025,0.010802
2.825,1.5059,0.005,-0.019458,0.1262,-3.2892e-24,0,0.00046123,0.00086287,0.53453,0.011573
2.775,1.5559,0.005,-0.01664,0.12533,-6.9747e-24,0,0.00045624,0.00081084,0.56268,0.012337
2.725,1.606,0.005,-0.014479,0.12311,5.8355e-32,0,0.00047099,0.00079301,0.59393,0.013088
2.675,1.656,0.005,-0.013006,0.119,6.9397e-24,0,0.00050783,0.00081366,0.62412,0.013807
2.625,1.706,0.005,-0.012291,0.11278,-4.1843e-24,0,0.00056036,0.00086612,0.64698,0.01447
2.575,1.7561,0.005,-0.012372,0.1047,-4.3865e-24,0,0.00061384,0.00093373,0.65741,0.015059
2.525,1.8061,0.005,-0.013252,0.095305,1.2487e-23,0,0.00065237,0.00099756,0.65396,0.015565
2.475,1.8562,0.005,-0.01492,0.08522,-1.0603e-23,0,0.00066749,0.001045,0.63873,0.015989
2.425,1.9062,0.005,-0.017371,0.074927,-9.5013e-25,0,0.00066032,0.001073,0.6154,0.016335
2.375,1.9563,0.005,-0.020618,0.064735,-9.6119e-24,0,0.00063863,0.0010863,0.58791,0.016614
2.325,2.0063,0.005,-0.024677,0.054864,-1.1508e-23,0,0.00061282,0.0010945,0.55993,0.01683
2.275,2.0563,0.005,-0.02959,0.045395,-7.4102e-24,0,0.00059347,0.0011091,0.53506,0.01699
2.225,2.1064,0.005,-0.035432,0.036389,-5.4984e-24,0,0.00059144,0.0011425,0.51769,0.017093
2.175,2.1564,0.005,-0.042172,0.027971,4.7794e-24,0,0.00062082,0.0012036,0.51582,0.017136
2.125,2.2065,0.005,-0.049335,0.020292,1.253e-23,0,0.00070239,0.0012892,0.54485,0.017118
2.075,2.2565,0.005,-0.055733,0.013522,8.2189e-24,0,0.00086834,0.0013941,0.62287,0.017036
2.025,2.3066,0.005,-0.059506,0.0080019,2.1742e-25,0,0.001167,0.0015453,0.7552,0.016886
1.975,2.3566,0.005,-0.058543,0.00407,-3.3533e-24,0,0.0016305,0.0017761,0.91805,0.016656
1.925,2.4066,0.005,-0.051704,0.0018544,3.89e-24,0,0.0022228,0.0020595,1.0793,0.016346
1.875,2.4567,0.005,-0.039413,0.00088122,-4.0807e-24,0,0.0028554,0.00232,1.2308,0.015991
1.825,2.5067,0.005,-0.022529,0.00056825,-3.8915e-24,0,0.0034618,0.0024871,1.3919,0.015629
1.775,2.5568,0.005,-0.0014208,0.00047257,1.6639e-25,0,0.0040257,0.002516,1.6,0.015303
1.725,2.6068,0.005,0.024835,0.00021625,-6.0031e-25,0,0.004579,0.0023039,1.9094,0.015041
1.675,2.6569,0.005,0.059004,-0.00053724,-9.4033e-24,0,0.0051987,0.0019484,2.3975,0.014857
1.625,2.7069,0.005,0.10526,-0.0020668,-5.0829e-24,0,0.0059658,0.0016333,3.1361,0.014756
1.575,2.7569,0.005,0.169,-0.0041045,1.4711e-24,0,0.0067579,0.0013439,4.0977,0.014737
1.525,2.807,0.005,0.25825,-0.0065915,2.5342e-24,0,0.0067106,0.001028,4.987,0.014714
1.475,2.86,0.005,0.37866,-0.0061192,1.7046e-38,0,0.003573,0.00066543,4.087,0.014889
1.425,2.916,0.005,0.43598,-0.0016402,-9.8495e-26,0,0.0011843,0.00059353,1.9953,0.014923
1.375,2.972,0.005,0.42145,-0.0022529,0,0,0.0022455,0.00029796,7.5363,0.014787
4.375,0.024,0.005,-0.17591,0.0023899,3.1411e-37,0,0.00076767,0.00014944,5.137,-0.00055745
4.325,0.072,0.005,-0.20171,0.0063286,-1.1623e-24,0,0.00049951,0.00024478,2.0406,0.00011961
4.275,0.12,0.005,-0.20463,0.010914,5.0761e-24,0,0.00054623,0.0004503,1.213,0.0007001
4.225,0.168,0.005,-0.20075,0.015209,-3.914e-24,0,0.00064381,0.00072065,0.89338,0.0012281
4.175,0.216,0.005,-0.19428,0.019949,-1.2875e-23,0,0.00074145,0.00099682,0.74381,0.0016639
4.125,0.264,0.005,-0.18665,0.024757,2.1993e-24,0,0.00082576,0.0012453,0.66309,0.0020477
4.075,0.312,0.005,-0.17856,0.029805,4.2923e-24,0,0.00089518,0.0014552,0.61514,0.0023508
4.025,0.36,0.005,-0.17028,0.03502,1.0077e-23,0,0.00095052,0.0016263,0.58446,0.0025822
3.975,0.408,0.005,-0.16194,0.040346,1.0488e-23,0,0.00099322,0.0017625,0.56353,0.0027521
3.925,0.456,0.005,-0.15362,0.045723,3.6036e-37,0,0.0010247,0.0018691,0.54822,0.0028729
3.875,0.50502,0.005,-0.14526,0.051143,4.8632e-24,0,0.0010472,0.0019546,0.53575,0.0029454
3.825,0.55506,0.005,-0.13686,0.056536,-1.0213e-23,0,0.0010601,0.0020191,0.52504,0.0029859
3.775,0.60511,0.005,-0.12858,0.06181,-9.4369e-24,0,0.0010638,0.0020649,0.51518,0.0030248
3.725,0.65515,0.005,-0.12046,0.066935,5.0207e-24,0,0.001059,0.0020946,0.50562,0.0030769
3.675,0.70519,0.005,-0.1125,0.071895,4.3577e-24,0,0.0010466,0.0021096,0.49613,0.0031547
3.625,0.75523,0.005,-0.10473,0.076682,-5.1109e-24,0,0.0010274,0.0021109,0.48669,0.0032683
3.575,0.80528,0.005,-0.097168,0.081294,-3.8805e-24,0,0.0010022,0.0020992,0.47744,0.0034251
3.525,0.85532,0.005,-0.089811,0.085732,8.9571e-24,0,0.00097215,0.0020749,0.46854,0.0036304
3.475,0.90536,0.005,-0.082671,0.089999,8.8368e-24,0,0.00093817,0.0020386,0.46021,0.0038881
3.425,0.9554,0.005,-0.075754,0.094093,4.3015e-25,0,0.00090119,0.0019908,0.45268,0.0041999
3.375,1.0054,0.005,-0.069068,0.098016,3.1177e-24,0,0.00086205,0.001932,0.44621,0.0045669
3.325,1.0555,0.005,-0.062619,0.10176,-8.5237e-24,0,0.00082146,0.0018625,0.44104,0.0049889
3.275,1.1055,0.005,-0.056419,0.10533,-8.4184e-24,0,0.00078,0.001783,0.43747,0.0054652
3.225,1.1556,0.005,-0.050481,0.10871,-6.5386e-24,0,0.00073811,0.0016938,0.43578,0.0059941
3.175,1.2056,0.005,-0.044821,0.11188,-1.3889e-24,0,0.00069619,0.0015958,0.43627,0.0065737
3.125,1.2557,0.005,-0.039458,0.11483,-1.1567e-37,0,0.00065458,0.0014902,0.43925,0.0072013
3.075,1.3057,0.005,-0.034413,0.11753,5.4313e-25,0,0.00061367,0.0013789,0.44503,0.0078737
3.025,1.3557,0.005,-0.029712,0.11994,7.3953e-24,0,0.00057402,0.0012646,0.45392,0.0085871
2.975,1.4058,0.005,-0.025383,0.12198,-1.5253e-23,0,0.00053651,0.0011507,0.46624,0.0093368
2.925,1.4558,0.005,-0.02146,0.12358,1.0532e-24,0,0.00050261,0.001042,0.48236,0.010117
2.875,1.5059,0.005,-0.017976,0.12455,-1.6748e-24,0,0.00047471,0.00094438,0.50267,0.01092
2.825,1.5559,0.005,-0.015018,0.12465,-1.2177e-23,0,0.00045641,0.00086556,0.52729,0.011738
2.775,1.606,0.005,-0.012567,0.12357,1.3094e-23,0,0.00045261,0.00081435,0.55579,0.01255
2.725,1.656,0.005,-0.010812,0.12107,-3.1518e-37,0,0.00046925,0.00079898,0.58731,0.013345
2.675,1.706,0.005,-0.0098275,0.11668,-9.5498e-24,0,0.00050824,0.0008234,0.61724,0.014103
2.625,1.7561,0.005,-0.0096768,0.11021,-4.0736e-24,0,0.00056235,0.00087959,0.63933,0.014799
2.575,1.8061,0.005,-0.01038,0.10191,1.0013e-23,0,0.0006162,0.00094967,0.64886,0.015413
2.525,1.8562,0.005,-0.011916,0.092365,-1.2417e-24,0,0.00065453,0.0010148,0.64498,0.015939
2.475,1.9062,0.005,-0.014253,0.082157,5.58e-24,0,0.00067032,0.0010638,0.63014,0.016376
2.425,1.9563,0.005,-0.017373,0.071745,1.1592e-23,0,0.00066601,0.0010951,0.6082,0.01673
2.375,2.0063,0.005,-0.021283,0.061417,1.4212e-23,0,0.00065004,0.0011149,0.58307,0.01701
2.325,2.0563,0.005,-0.026016,0.05137,6.5174e-24,0,0.00063313,0.0011335,0.55855,0.017221
2.275,2.1064,0.005,-0.031665,0.041704,-4.0497e-24,0,0.00062721,0.0011637,0.53898,0.017369
2.225,2.1564,0.005,-0.03829,0.032543,-6.9272e-25,0,0.00064748,0.0012179,0.53164,0.017453
2.175,2.2065,0.005,-0.045517,0.024092,-4.587e-24,0,0.00071656,0.0012995,0.55143,0.017462
2.125,2.2565,0.005,-0.05219,0.016552,-1.4275e-24,0,0.00086715,0.0014012,0.61887,0.017396
2.075,2.3066,0.005,-0.056532,0.010203,5.0353e-24,0,0.0011491,0.0015425,0.74496,0.01726
2.025,2.3566,0.005,-0.05642,0.0053895,-6.4659e-24,0,0.0016055,0.0017616,0.91136,0.017041
1.975,2.4066,0.005,-0.050376,0.0023794,-5.3197e-24,0,0.0022138,0.0020444,1.0829,0.016734
1.925,2.4567,0.005,-0.038551,0.00081784,-4.4e-24,0,0.0028847,0.0023174,1.2448,0.016369
1.875,2.5067,0.005,-0.021792,0.00012441,4.2518e-24,0,0.0035388,0.0025039,1.4133,0.015986
1.825,2.5568,0.005,-0.00054949,-0.00019282,-4.0909e-24,0,0.0041483,0.0025517,1.6257,0.015629
1.775,2.6068,0.005,0.026072,-0.00053565,-5.9011e-25,0,0.0047369,0.0023471,1.938,0.015332
1.725,2.6569,0.005,0.060798,-0.0012653,-2.1042e-32,0,0.0053695,0.0019906,2.4242,0.015112
1.675,2.7069,0.005,0.10758,-0.0026686,2.4372e-24,0,0.0061084,0.0016672,3.1481,0.014974
1.625,2.7569,0.005,0.17145,-0.0045378,8.2722e-25,0,0.0068218,0.001367,4.0721,0.014916
1.575,2.807,0.005,0.25969,-0.0067855,3.6459e-24,0,0.0066893,0.001048,4.9169,0.014864
1.525,2.86,0.005,0.37648,-0.0062845,3.0663e-24,0,0.0036645,0.00069673,4.0896,0.015
1.475,2.916,0.005,0.4342,-0.0018104,7.2125e-25,0,0.0012257,0.00059651,2.0548,0.01501
1.425,2.972,0.005,0.41983,-0.002193,5.0382e-25,0,0.0022639,0.00029918,7.5671,0.014853
4.425,0.024,0.005,-0.18002,0.0022293,7.926e-24,0,0.00078515,0.00015113,5.1953,-0.0012233
4.375,0.072,0.005,-0.20558,0.0058766,1.0253e-24,0,0.00050457,0.00025005,2.0179,-0.00058915
4.325,0.12,0.005,-0.20821,0.010115,1.1503e-23,0,0.00055573,0.00046631,1.1918,-3.9326e-05
4.275,0.168,0.005,-0.20415,0.014087,8.9786e-24,0,0.00065754,0.00074868,0.87827,0.00046818
4.225,0.216,0.005,-0.19754,0.01849,1.2295e-23,0,0.0007583,0.0010343,0.73316,0.00089348
4.175,0.264,0.005,-0.1898,0.022981,1.3148e-24,0,0.00084511,0.0012893,0.65548,0.0012736
4.125,0.312,0.005,-0.18159,0.027726,0,0,0.00091677,0.0015036,0.6097,0.0015806
4.075,0.36,0.005,-0.17318,0.032661,-4.2543e-24,0,0.00097432,0.0016778,0.58072,0.0018212
4.025,0.408,0.005,-0.16468,0.037732,5.0673e-37,0,0.0010193,0.0018163,0.56117,0.0020037
3.975,0.456,0.005,-0.15617,0.042886,2.3866e-25,0,0.001053,0.0019251,0.547,0.0021381
3.925,0.50502,0.005,-0.14758,0.048114,1.7064e-37,0,0.0010778,0.0020127,0.5355,0.002224
3.875,0.55506,0.005,-0.13894,0.053347,4.634e-24,0,0.0010929,0.0020796,0.52553,0.0022757
3.825,0.60511,0.005,-0.13041,0.058489,-1.4398e-23,0,0.0010986,0.0021284,0.51617,0.0023224
3.775,0.65515,0.005,-0.12203,0.063509,-1.3287e-23,0,0.0010955,0.0021615,0.50685,0.0023785
3.725,0.70519,0.005,-0.11383,0.068387,-8.5003e-33,0,0.0010845,0.0021804,0.49738,0.0024566
3.675,0.75523,0.005,-0.10584,0.07311,4.0445e-24,0,0.0010662,0.0021859,0.48776,0.0025671
3.625,0.80528,0.005,-0.098055,0.077675,7.614e-33,0,0.0010417,0.0021786,0.47814,0.0027183
3.575,0.85532,0.005,-0.090501,0.08208,-3.5569e-24,0,0.0010119,0.0021588,0.46871,0.0029162
3.525,0.90536,0.005,-0.083177,0.086328,-2.0654e-24,0,0.00097785,0.0021272,0.45969,0.0031652
3.475,0.9554,0.005,-0.076088,0.090417,5.5272e-24,0,0.00094061,0.0020842,0.45131,0.0034681
3.425,1.0054,0.005,-0.069238,0.094344,5.4211e-24,0,0.00090105,0.0020303,0.4438,0.0038264
3.375,1.0555,0.005,-0.062633,0.098107,5.9321e-24,0,0.00085994,0.001966,0.4374,0.0042407
3.325,1.1055,0.005,-0.056279,0.1017,-4.0836e-24,0,0.00081789,0.0018916,0.43237,0.0047107
3.275,1.1556,0.005,-0.050187,0.10511,6.3947e-24,0,0.00077538,0.0018075,0.42898,0.0052355
3.225,1.2056,0.005,-0.044371,0.10834,1.3557e-24,0,0.00073279,0.0017141,0.4275,0.0058135
3.175,1.2557,0.005,-0.038847,0.11135,6.8935e-24,0,0.00069041,0.0016122,0.42823,0.0064427
3.125,1.3057,0.005,-0.033635,0.11414,-1.1283e-37,0,0.00064852,0.0015031,0.43147,0.0071204
3.075,1.3557,0.005,-0.028759,0.11667,-7.3503e-24,0,0.00060747,0.0013884,0.43752,0.0078433
3.025,1.4058,0.005,-0.024245,0.11889,7.6173e-24,0,0.00056778,0.001271,0.44671,0.0086074
2.975,1.4558,0.005,-0.020126,0.12075,1.6665e-23,0,0.00053035,0.0011545,0.45935,0.009408
2.925,1.5059,0.005,-0.016439,0.12214,-1.4667e-23,0,0.00049668,0.0010438,0.47585,0.010239
2.875,1.5559,0.005,-0.013225,0.1229,7.9136e-24,0,0.00046936,0.00094523,0.49656,0.011092
2.825,1.606,0.005,-0.010577,0.12277,-3.0449e-24,0,0.00045211,0.0008667,0.52164,0.011957
2.775,1.656,0.005,-0.0085064,0.12143,-3.5476e-37,0,0.00045021,0.00081769,0.55059,0.012815
2.725,1.706,0.005,-0.007187,0.11861,1.7279e-23,0,0.00046957,0.00080632,0.58236,0.013652
2.675,1.7561,0.005,-0.0067166,0.11389,-1.5132e-23,0,0.00051147,0.00083587,0.61189,0.014446
2.625,1.8061,0.005,-0.0071533,0.10711,0,0,0.00056755,0.00089662,0.63299,0.01517
2.575,1.8562,0.005,-0.0084947,0.098586,4.9017e-24,0,0.00062192,0.00096954,0.64146,0.015806
2.525,1.9062,0.005,-0.010693,0.088871,-5.8274e-24,0,0.00066026,0.0010363,0.63712,0.016346
2.475,1.9563,0.005,-0.013696,0.078538,3.6729e-25,0,0.00067732,0.0010875,0.62281,0.016791
2.425,2.0063,0.005,-0.017476,0.067998,1.423e-37,0,0.0006768,0.0011234,0.60247,0.017147
2.375,2.0563,0.005,-0.022071,0.057521,1.238e-23,0,0.00066771,0.0011511,0.58007,0.017423
2.325,2.1064,0.005,-0.027565,0.047345,7.2267e-24,0,0.00066172,0.0011819,0.5599,0.017627
2.275,2.1564,0.005,-0.034062,0.037544,-1.0249e-23,0,0.00067483,0.00123,0.54863,0.017761
2.225,2.2065,0.005,-0.041332,0.028289,1.0261e-26,0,0.00073268,0.0013074,0.5604,0.017811
2.175,2.2565,0.005,-0.048239,0.019964,-5.2133e-24,0,0.00086871,0.0014078,0.61707,0.017768
2.125,2.3066,0.005,-0.053097,0.012807,-1.1226e-23,0,0.0011326,0.0015417,0.73465,0.017647
2.075,2.3566,0.005,-0.053818,0.0071017,5.0827e-24,0,0.0015766,0.0017481,0.90187,0.017442
2.025,2.4066,0.005,-0.048651,0.0032429,-1.6107e-38,0,0.0021943,0.0020269,1.0826,0.017142
1.975,2.4567,0.005,-0.037422,0.0010091,2.8636e-25,0,0.0028998,0.0023098,1.2554,0.016772
1.925,2.5067,0.005,-0.020902,-0.0001459,1.3727e-23,0,0.0036019,0.0025149,1.4322,0.016372
1.875,2.5568,0.005,0.00038333,-0.00074463,2.0378e-25,0,0.0042578,0.0025819,1.6491,0.015989
1.825,2.6068,0.005,0.027284,-0.0012219,-4.5527e-24,0,0.0048823,0.0023859,1.9645,0.015659
1.775,2.6569,0.005,0.062485,-0.0019578,-1.0031e-24,0,0.005529,0.0020298,2.4499,0.015403
1.725,2.7069,0.005,0.10974,-0.0032524,1.4045e-38,0,0.0062416,0.001699,3.1571,0.015226
1.675,2.7569,0.005,0.17371,-0.0049667,-2.0025e-24,0,0.0068807,0.0013894,4.0472,0.015129
1.625,2.807,0.005,0.26097,-0.006986,-1.2793e-24,0,0.0066676,0.001068,4.8477,0.015046
1.575,2.86,0.005,0.37432,-0.0064498,-9.0071e-25,0,0.0037482,0.00072757,4.0835,0.01514
1.525,2.916,0.005,0.4323,-0.0019859,-1.5026e-39,0,0.0012674,0.00060002,2.1123,0.015127
1.475,2.972,0.005,0.41816,-0.0021379,5.7019e-25,0,0.0022801,0.00030025,7.594,0.014944
4.475,0.024,0.005,-0.18385,0.0020837,-1.0959e-25,0,0.00080174,0.00015271,5.25,-0.0018433
4.425,0.072,0.005,-0.20917,0.0054651,-1.8122e-24,0,0.00050993,0.00025527,1.9976,-0.0012508
4.375,0.12,0.005,-0.21153,0.0093848,-2.741e-24,0,0.00056532,0.00048191,1.1731,-0.00073246
4.325,0.168,0.005,-0.20732,0.013064,1.5357e-23,0,0.00067106,0.00077555,0.86528,-0.00024787
4.275,0.216,0.005,-0.20059,0.017152,-2.7761e-24,0,0.00077465,0.0010697,0.72419,0.00016352
4.225,0.264,0.005,-0.19277,0.021344,3.1972e-24,0,0.00086371,0.0013304,0.6492,0.00053535
4.175,0.312,0.005,-0.18448,0.025798,3.6075e-24,0,0.0009374,0.0015485,0.60537,0.00084121
4.125,0.36,0.005,-0.17596,0.030455,4.9857e-24,0,0.00099699,0.0017251,0.57793,0.0010861
4.075,0.408,0.005,-0.16732,0.035269,-4.8339e-24,0,0.0010441,0.0018656,0.55966,0.0012764
4.025,0.456,0.005,-0.15864,0.040191,-8.0843e-24,0,0.00108,0.001976,0.54657,0.0014206
3.975,0.50502,0.005,-0.14984,0.045213,-5.0719e-25,0,0.0011071,0.0020655,0.536,0.0015169
3.925,0.55506,0.005,-0.14097,0.050266,4.4339e-24,0,0.0011244,0.0021346,0.52675,0.0015781
3.875,0.60511,0.005,-0.13219,0.055257,3.9342e-25,0,0.0011321,0.0021861,0.51787,0.0016315
3.825,0.65515,0.005,-0.12357,0.06015,-4.7731e-24,0,0.0011309,0.0022226,0.50881,0.0016911
3.775,0.70519,0.005,-0.11513,0.064924,8.271e-33,0,0.0011213,0.0022453,0.49938,0.0017696
3.725,0.75523,0.005,-0.1069,0.069564,2.0455e-37,0,0.0011041,0.002255,0.48961,0.0018774
3.675,0.80528,0.005,-0.098903,0.074064,0,0,0.0010802,0.002252,0.47967,0.0020233
3.625,0.85532,0.005,-0.091147,0.07842,-7.0644e-41,0,0.0010508,0.0022367,0.46978,0.0022139
3.575,0.90536,0.005,-0.083638,0.082633,-5.2074e-24,0,0.0010168,0.0022095,0.46019,0.0024541
3.525,0.9554,0.005,-0.076376,0.086701,-2.9563e-24,0,0.00097928,0.0021709,0.4511,0.0027475
3.475,1.0054,0.005,-0.069363,0.090622,-1.114e-23,0,0.00093931,0.0021215,0.44275,0.0030961
3.425,1.0555,0.005,-0.062601,0.09439,-2.3609e-24,0,0.00089767,0.002062,0.43534,0.0035013
3.375,1.1055,0.005,-0.056094,0.097999,6.0077e-24,0,0.00085504,0.0019926,0.42912,0.0039633
3.325,1.1556,0.005,-0.04985,0.10144,5.1151e-38,0,0.00081194,0.0019136,0.42431,0.0044818
3.275,1.2056,0.005,-0.043878,0.1047,-5.1752e-24,0,0.00076877,0.0018253,0.42118,0.0050557
3.225,1.2557,0.005,-0.038195,0.10777,6.7646e-24,0,0.00072579,0.0017281,0.42,0.0056835
3.175,1.3057,0.005,-0.032816,0.11062,4.9999e-25,0,0.00068322,0.0016227,0.42105,0.0063629
3.125,1.3557,0.005,-0.027764,0.11323,-2.95e-26,0,0.0006413,0.0015103,0.42463,0.0070913
3.075,1.4058,0.005,-0.023064,0.11558,9.7583e-25,0,0.00060031,0.0013927,0.43104,0.0078652
3.025,1.4558,0.005,-0.018746,0.11762,-9.9274e-24,0,0.0005608,0.0012728,0.44061,0.0086807
2.975,1.5059,0.005,-0.014844,0.11927,6.3278e-24,0,0.00052365,0.0011542,0.45368,0.0095324
2.925,1.5559,0.005,-0.011404,0.12044,-4.7222e-24,0,0.00049057,0.0010423,0.47063,0.010414
2.875,1.606,0.005,-0.0084734,0.12095,3.0807e-24,0,0.00046418,0.00094371,0.49187,0.011316
2.825,1.656,0.005,-0.0061504,0.12055,7.6309e-24,0,0.00044858,0.00086678,0.51752,0.012227
2.775,1.706,0.005,-0.0044789,0.11891,-1.1895e-23,0,0.00044936,0.00082141,0.54706,0.013131
2.725,1.7561,0.005,-0.0036235,0.11572,5.0623e-37,0,0.00047233,0.00081574,0.57901,0.014007
2.675,1.8061,0.005,-0.0036956,0.11062,3.4099e-25,0,0.00051787,0.00085176,0.608,0.014833
2.625,1.8562,0.005,-0.0047415,0.10351,1.205e-37,0,0.00057633,0.00091783,0.62793,0.015581
2.575,1.9062,0.005,-0.006732,0.094724,6.1389e-24,0,0.00063148,0.00099404,0.63527,0.016233
2.525,1.9563,0.005,-0.0095924,0.084837,5.5297e-24,0,0.00067031,0.0010631,0.63054,0.016782
2.475,2.0063,0.005,-0.013251,0.074362,5.7074e-24,0,0.00068936,0.0011174,0.61695,0.017228
2.425,2.0563,0.005,-0.017727,0.063699,-1.4744e-23,0,0.00069343,0.0011585,0.59854,0.017582
2.375,2.1064,0.005,-0.023122,0.053129,-1.5895e-23,0,0.0006924,0.0011947,0.57955,0.017853
2.325,2.1564,0.005,-0.029475,0.042839,-6.308e-24,0,0.00070133,0.001182,0.56617,0.018044
2.275,2.2065,0.005,-0.036696,0.032903,-4.866e-24,0,0.00074823,0.0012185,0.57128,0.018149
2.225,2.2565,0.005,-0.043882,0.023701,1.4738e-23,0,0.00087216,0.0014118,0.61778,0.018144
2.175,2.3066,0.005,-0.049187,0.015779,3.2987e-24,0,0.0011179,0.0015416,0.72512,0.01804
2.125,2.3566,0.005,-0.050709,0.0092021,-2.1888e-24,0,0.0015453,0.0017359,0.89021,0.017851
2.075,2.4066,0.005,-0.046482,0.0044581,5.0799e-24,0,0.0021653,0.0020078,1.0784,0.017564
2.025,2.4567,0.005,-0.035971,0.0014833,0,0,0.0029002,0.0022976,1.2622,0.017195
1.975,2.5067,0.005,-0.019816,-0.00021134,-4.6956e-24,0,0.0036489,0.0025199,1.448,0.016784
1.925,2.5568,0.005,0.0014083,-0.0011581,4.8704e-24,0,0.0043519,0.0026062,1.6698,0.016379
1.875,2.6068,0.005,0.028495,-0.0018205,1.085e-24,0,0.0050145,0.0024204,1.9889,0.016019
1.825,2.6569,0.005,0.064081,-0.0025998,6.4865e-24,0,0.005677,0.0020659,2.4741,0.015728
1.775,2.7069,0.005,0.11174,-0.0038118,-3.0221e-24,0,0.0063655,0.0017289,3.1641,0.015513
1.725,2.7569,0.005,0.17579,-0.0053878,-1.2112e-24,0,0.0069349,0.001411,4.0225,0.015375
1.675,2.807,0.005,0.2621,-0.0071895,-9.7094e-25,0,0.0066458,0.0010879,4.7795,0.01526
1.625,2.86,0.005,0.37217,-0.0066131,-1.093e-24,0,0.0038244,0.00075794,4.0699,0.015311
1.575,2.916,0.005,0.43031,-0.0021655,-9.6008e-25,0,0.0013095,0.00060394,2.1682,0.015273
1.525,2.972,0.005,0.41644,-0.0020863,0,0,0.0022941,0.00030117,7.6173,0.015062
4.525,0.024,0.005,-0.18742,0.0019517,-9.1124e-26,0,0.00081753,0.00015421,5.3015,-0.0024192
4.475,0.072,0.005,-0.2125,0.0050899,-8.0217e-25,0,0.00051555,0.00026044,1.9795,-0.0018669
4.425,0.12,0.005,-0.21461,0.0087177,-5.7119e-24,0,0.00057496,0.00049711,1.1566,-0.0013803
4.375,0.168,0.005,-0.21027,0.012129,7.5366e-24,0,0.00068434,0.00080129,0.85405,-0.00092028
4.325,0.216,0.005,-0.20345,0.015923,1.2965e-23,0,0.00079051,0.0011032,0.71657,-0.00052534
4.275,0.264,0.005,-0.19558,0.019834,2.9086e-24,0,0.0008816,0.0013689,0.644,-0.00016532
4.225,0.312,0.005,-0.18722,0.024008,3.3085e-24,0,0.00095714,0.0015901,0.60192,0.00013516
4.175,0.36,0.005,-0.17862,0.028393,0,0,0.0010186,0.0017688,0.57588,0.00037994
4.125,0.408,0.005,-0.16986,0.032951,4.606e-24,0,0.0010677,0.0019107,0.55881,0.00057397
4.075,0.456,0.005,-0.16102,0.037635,-3.9547e-24,0,0.0011058,0.0020225,0.54674,0.00072412
4.025,0.50502,0.005,-0.15204,0.04244,-4.5146e-24,0,0.0011351,0.0021135,0.53707,0.00082787
3.975,0.55506,0.005,-0.14294,0.0473,4.2304e-24,0,0.0011546,0.0021847,0.52852,0.00089624
3.925,0.60511,0.005,-0.13393,0.052122,-7.9331e-38,0,0.0011645,0.0022388,0.52012,0.00095506
3.875,0.65515,0.005,-0.12506,0.05687,4.6324e-24,0,0.0011651,0.0022786,0.51131,0.0010176
3.825,0.70519,0.005,-0.11638,0.06152,8.6726e-24,0,0.001157,0.0023051,0.50192,0.0010961
3.775,0.75523,0.005,-0.10792,0.066057,1.2405e-23,0,0.001141,0.002319,0.49201,0.0012013
3.725,0.80528,0.005,-0.099705,0.070473,4.7997e-24,0,0.0011179,0.0023204,0.48177,0.001342
3.675,0.85532,0.005,-0.091748,0.074763,-1.4989e-38,0,0.0010888,0.0023094,0.47148,0.0015253
3.625,0.90536,0.005,-0.084052,0.078925,8.2251e-24,0,0.0010549,0.0022864,0.46138,0.0017566
3.575,0.9554,0.005,-0.076617,0.082959,5.8039e-24,0,0.0010172,0.002252,0.4517,0.0020399
3.525,1.0054,0.005,-0.069442,0.08686,8.0351e-24,0,0.00097681,0.0022068,0.44264,0.0023782
3.475,1.0555,0.005,-0.062524,0.090622,1.982e-37,0,0.00093464,0.0021514,0.43442,0.0027731
3.425,1.1055,0.005,-0.055867,0.094238,8.4436e-38,0,0.00089142,0.0020865,0.42723,0.0032255
3.375,1.1556,0.005,-0.049472,0.097696,2.0167e-37,0,0.00084773,0.0020123,0.42127,0.0037356
3.325,1.2056,0.005,-0.043348,0.10099,-7.659e-24,0,0.00080398,0.001929,0.41678,0.004303
3.275,1.2557,0.005,-0.037507,0.10409,-6.6299e-24,0,0.00076046,0.0018369,0.414,0.0049265
3.225,1.3057,0.005,-0.031964,0.107,-4.8521e-25,0,0.00071737,0.0017361,0.4132,0.0056045
3.175,1.3557,0.005,-0.026738,0.10968,-2.199e-26,0,0.00067486,0.0016275,0.41465,0.0063347
3.125,1.4058,0.005,-0.021853,0.11212,-1.4986e-23,0,0.0006331,0.0015122,0.41866,0.0071143
3.075,1.4558,0.005,-0.017336,0.11428,-6.7295e-24,0,0.00059237,0.0013921,0.42552,0.0079398
