"Points:0","Points:1","Points:2","U:0","U:1","U:2","blendedIndicatorU","k","nut","omega","p"
2.775,2.5067,0.005,0.10165,0.005718,-1.5782e-24,0,0.0010652,0.0014318,0.74397,0.011334
2.725,2.5568,0.005,0.11362,0.0048067,1.7106e-24,0,0.0012887,0.001202,1.0721,0.011479
2.675,2.6068,0.005,0.13197,0.0034626,-1.6429e-24,0,0.0017574,0.0011388,1.5057,0.011627
2.625,2.6569,0.005,0.15874,0.0017293,7.3428e-33,0,0.0025101,0.0011713,1.981,0.011775
2.575,2.7069,0.005,0.19511,-0.00025947,1.0221e-24,0,0.0034866,0.0012451,2.4981,0.011931
2.525,2.7569,0.005,0.24194,-0.0022529,5.0088e-25,0,0.004373,0.0012611,3.0685,0.012102
2.475,2.807,0.005,0.29968,-0.0037151,8.4793e-25,0,0.0045957,0.0011797,3.508,0.012287
2.425,2.86,0.005,0.36539,-0.0040496,-5.7971e-26,0,0.0036061,0.0010594,3.3403,0.012471
2.375,2.916,0.005,0.41404,-0.0019091,0,0,0.0017124,0.00065938,2.597,0.012665
2.325,2.972,0.005,0.40443,-0.00089091,0,0,0.0024005,0.00030807,7.792,0.012741
5.325,0.024,0.005,-0.16891,0.00066905,1.1252e-25,0,0.00069745,0.00014234,4.9001,0.0081406
5.275,0.072,0.005,-0.17961,0.0012556,3.4863e-25,0,0.00062814,0.00038243,1.6425,0.0081885
5.225,0.12,0.005,-0.17608,0.0020318,1.208e-25,0,0.00085313,0.00085434,0.99858,0.008221
5.175,0.168,0.005,-0.16972,0.002608,-8.5673e-25,0,0.0010745,0.0013855,0.77551,0.008266
5.125,0.216,0.005,-0.16261,0.0031893,2.9199e-25,0,0.0012694,0.0018999,0.66812,0.0083044
5.075,0.264,0.005,-0.15521,0.00373,-3.5243e-26,0,0.0014431,0.0023788,0.60665,0.0083421
5.025,0.312,0.005,-0.14765,0.0042475,0,0,0.0016013,0.0028193,0.56799,0.0083775
4.975,0.36,0.005,-0.13999,0.0047438,-1.1104e-26,0,0.0017478,0.003223,0.54228,0.0084109
4.925,0.408,0.005,-0.13224,0.0052196,-2.009e-25,0,0.0018845,0.0035931,0.52447,0.0084434
4.875,0.456,0.005,-0.12444,0.0056705,7.7446e-26,0,0.0020119,0.0039326,0.51159,0.0084754
4.825,0.50502,0.005,-0.11632,0.0060828,-5.5034e-27,0,0.0021341,0.0041044,0.50124,0.0084978
4.775,0.55506,0.005,-0.10777,0.0064405,1.6689e-25,0,0.0022502,0.0041745,0.49158,0.0085092
4.725,0.60511,0.005,-0.099007,0.006709,-1.5941e-25,0,0.0023548,0.004282,0.48121,0.0085222
4.675,0.65515,0.005,-0.090243,0.0069006,-2.4762e-25,0,0.0024437,0.0044615,0.46933,0.0085392
4.625,0.70519,0.005,-0.08167,0.0070331,-2.4641e-25,0,0.0025147,0.0047066,0.45597,0.0085607
4.575,0.75523,0.005,-0.073423,0.007123,1.4473e-25,0,0.002568,0.0049982,0.4416,0.0085862
4.525,0.80528,0.005,-0.065564,0.0071828,1.6377e-34,0,0.0026051,0.005316,0.42681,0.0086155
4.475,0.85532,0.005,-0.05811,0.0072212,-2.3497e-25,0,0.0026282,0.005644,0.41209,0.0086481
4.425,0.90536,0.005,-0.05105,0.0072445,-2.8564e-25,0,0.0026393,0.0059707,0.39781,0.0086837
4.375,0.9554,0.005,-0.04436,0.0072569,1.8255e-25,0,0.0026402,0.0062873,0.38418,0.0087222
4.325,1.0054,0.005,-0.038008,0.0072613,3.4072e-26,0,0.0026325,0.0065875,0.37131,0.0087635
4.275,1.0555,0.005,-0.031965,0.0072599,-2.4508e-25,0,0.0026175,0.0068662,0.35926,0.0088074
4.225,1.1055,0.005,-0.026198,0.0072538,-2.011e-25,0,0.0025961,0.0071191,0.34801,0.0088539
4.175,1.1556,0.005,-0.020678,0.007244,2.254e-25,0,0.0025693,0.0073427,0.33755,0.008903
4.125,1.2056,0.005,-0.015378,0.0072311,-7.6602e-39,0,0.0025376,0.0075342,0.32783,0.0089546
4.075,1.2557,0.005,-0.010272,0.0072157,5.4605e-27,0,0.0025015,0.0076917,0.3188,0.0090087
4.025,1.3057,0.005,-0.0053383,0.0071982,2.1797e-25,0,0.0024613,0.007814,0.31041,0.0090653
3.975,1.3557,0.005,-0.00055523,0.0071792,-1.8351e-26,0,0.0024172,0.0079007,0.3026,0.0091244
3.925,1.4058,0.005,0.004095,0.0071593,5.7662e-40,0,0.0023696,0.0079519,0.29533,0.0091858
3.875,1.4558,0.005,0.0086285,0.0071388,1.9373e-25,0,0.0023185,0.0079675,0.28856,0.0092495
3.825,1.5059,0.005,0.01306,0.007118,-3.9472e-25,0,0.0022641,0.0079474,0.28227,0.0093154
3.775,1.5559,0.005,0.017402,0.0070971,6.8767e-25,0,0.0022064,0.0078909,0.27639,0.0093836
3.725,1.606,0.005,0.021669,0.0070764,6.5913e-25,0,0.0021455,0.0077972,0.27088,0.009454
3.675,1.656,0.005,0.025874,0.0070563,-4.944e-26,0,0.0020816,0.0076665,0.26576,0.0095268
3.625,1.706,0.005,0.030029,0.0070376,-5.548e-26,0,0.0020148,0.0074991,0.26103,0.009602
3.575,1.7561,0.005,0.034148,0.0070213,-6.21e-26,0,0.0019452,0.007296,0.25669,0.0096797
3.525,1.8061,0.005,0.038244,0.0070084,3.4098e-25,0,0.0018731,0.0070574,0.25278,0.0097603
3.475,1.8562,0.005,0.042332,0.0069988,7.7443e-26,0,0.0017985,0.0067829,0.24933,0.0098438
3.425,1.9062,0.005,0.046425,0.006991,-2.1935e-25,0,0.0017217,0.0064731,0.24642,0.0099305
3.375,1.9563,0.005,0.050538,0.0069824,-9.6724e-26,0,0.0016427,0.0061324,0.24413,0.010021
3.325,2.0063,0.005,0.054683,0.0069699,-1.0865e-25,0,0.0015618,0.0057735,0.24263,0.010114
3.275,2.0563,0.005,0.058868,0.0069521,3.792e-25,0,0.0014795,0.0054195,0.24215,0.010211
3.225,2.1064,0.005,0.063079,0.006929,6.7714e-25,0,0.0013965,0.0051016,0.24312,0.010312
3.175,2.1564,0.005,0.067278,0.0069036,-5.8053e-25,0,0.0013146,0.0048449,0.24621,0.010416
3.125,2.2065,0.005,0.071406,0.006878,1.4612e-25,0,0.0012361,0.0046353,0.25256,0.010524
3.075,2.2565,0.005,0.075434,0.0068436,1.4421e-25,0,0.0011636,0.0043861,0.26407,0.010632
3.025,2.3066,0.005,0.079464,0.0067795,-7.173e-25,0,0.0010988,0.0038608,0.2846,0.010741
2.975,2.3566,0.005,0.083704,0.0066641,1.8329e-25,0,0.0010452,0.0032414,0.32244,0.010854
2.925,2.4066,0.005,0.088474,0.0064552,-1.5839e-24,0,0.0010107,0.00255,0.39635,0.010973
2.875,2.4567,0.005,0.094389,0.0061001,2.5884e-38,0,0.0010147,0.0019057,0.53246,0.011099
2.825,2.5067,0.005,0.1026,0.0055124,4.0725e-25,0,0.0010967,0.0014427,0.76017,0.011233
2.775,2.5568,0.005,0.11495,0.004599,2.885e-38,0,0.0013286,0.0012226,1.0867,0.011373
2.725,2.6068,0.005,0.13369,0.0032616,8.4167e-38,0,0.0018026,0.0011514,1.5126,0.011518
2.675,2.6569,0.005,0.16076,0.0015523,-3.3096e-38,0,0.0025517,0.0011842,1.9774,0.011661
2.625,2.7069,0.005,0.19721,-0.00040199,-3.6564e-25,0,0.0035091,0.0012577,2.4838,0.011814
2.575,2.7569,0.005,0.24372,-0.0023385,-8.7566e-25,0,0.0043566,0.0012722,3.0371,0.01198
2.525,2.807,0.005,0.30056,-0.0037215,2.1669e-24,0,0.004551,0.0011926,3.4564,0.012163
2.475,2.86,0.005,0.36465,-0.0040281,-1.9398e-24,0,0.0035887,0.0010777,3.2974,0.012338
2.425,2.916,0.005,0.41252,-0.001948,-6.6583e-26,0,0.0017304,0.00066196,2.6141,0.012523
2.375,2.972,0.005,0.40325,-0.00086537,0,0,0.0023991,0.00030798,7.7898,0.012596
5.375,0.024,0.005,-0.16988,0.00067447,0,0,0.00070409,0.00014301,4.9233,0.0081164
5.325,0.072,0.005,-0.18038,0.0012542,4.4992e-25,0,0.00063625,0.00038577,1.6493,0.0081631
5.275,0.12,0.005,-0.17675,0.0020275,1.1868e-25,0,0.00086288,0.00086077,1.0025,0.0081938
5.225,0.168,0.005,-0.17033,0.0025974,-2.3375e-25,0,0.0010844,0.0013936,0.77817,0.0082375
5.175,0.216,0.005,-0.16317,0.0031728,6.1085e-26,0,0.0012788,0.0019084,0.6701,0.0082745
5.125,0.264,0.005,-0.15574,0.0037071,1.7466e-25,0,0.0014516,0.0023867,0.60822,0.0083107
5.075,0.312,0.005,-0.14815,0.0042173,1.9252e-25,0,0.0016088,0.0028259,0.56932,0.0083448
5.025,0.36,0.005,-0.14045,0.0047054,6.9352e-39,0,0.0017544,0.003228,0.54349,0.0083771
4.975,0.408,0.005,-0.13267,0.0051776,6.7513e-39,0,0.0018904,0.0035962,0.52565,0.008408
4.925,0.456,0.005,-0.12483,0.0056221,-2.6732e-25,0,0.0020174,0.003934,0.51281,0.0084377
4.875,0.50502,0.005,-0.11665,0.0060246,7.3266e-26,0,0.0021395,0.0040706,0.50248,0.008458
4.825,0.55506,0.005,-0.108,0.0063714,1.714e-25,0,0.0022562,0.0041347,0.49277,0.0084675
4.775,0.60511,0.005,-0.099148,0.0066273,-1.6064e-25,0,0.002361,0.0042461,0.48223,0.0084792
4.725,0.65515,0.005,-0.090306,0.0068073,7.3619e-39,0,0.00245,0.004432,0.47012,0.0084953
4.675,0.70519,0.005,-0.081674,0.0069297,-2.4155e-25,0,0.0025209,0.0046838,0.45651,0.0085159
4.625,0.75523,0.005,-0.073383,0.0070112,-3.3687e-25,0,0.0025742,0.0049815,0.44191,0.0085406
4.575,0.80528,0.005,-0.065493,0.007064,-8.1564e-26,0,0.0026113,0.0053047,0.42693,0.0085689
4.525,0.85532,0.005,-0.058015,0.007097,-7.5825e-39,0,0.0026344,0.0056375,0.41208,0.0086006
4.475,0.90536,0.005,-0.050938,0.0071159,-7.7823e-39,0,0.0026456,0.0059683,0.3977,0.0086354
4.425,0.9554,0.005,-0.044235,0.0071248,-2.6618e-25,0,0.0026467,0.0062889,0.38401,0.0086731
4.375,1.0054,0.005,-0.037874,0.0071265,-4.3824e-25,0,0.0026393,0.0065928,0.37111,0.0087136
4.325,1.0555,0.005,-0.031824,0.0071228,1.9164e-25,0,0.0026246,0.006875,0.35905,0.0087568
4.275,1.1055,0.005,-0.026051,0.0071151,1.6322e-26,0,0.0026036,0.0071315,0.34781,0.0088026
4.225,1.1556,0.005,-0.020527,0.0071042,1.1259e-38,0,0.0025772,0.0073588,0.33737,0.0088509
4.175,1.2056,0.005,-0.015224,0.0070907,1.3301e-27,0,0.0025459,0.0075542,0.32768,0.0089018
4.125,1.2557,0.005,-0.010115,0.0070749,2.1276e-25,0,0.0025103,0.0077156,0.31868,0.0089551
4.075,1.3057,0.005,-0.0051796,0.0070574,0,0,0.0024706,0.0078418,0.31033,0.0090109
4.025,1.3557,0.005,-0.00039537,0.0070386,2.1659e-25,0,0.0024272,0.0079321,0.30257,0.0090692
3.975,1.4058,0.005,0.0042556,0.0070187,-4.8141e-25,0,0.0023801,0.0079865,0.29536,0.0091298
3.925,1.4558,0.005,0.0087897,0.0069981,-5.6972e-26,0,0.0023297,0.0080051,0.28865,0.0091926
3.875,1.5059,0.005,0.013222,0.0069771,9.9543e-26,0,0.0022759,0.0079876,0.28242,0.0092576
3.825,1.5559,0.005,0.017565,0.0069556,-6.3678e-25,0,0.002219,0.0079333,0.2766,0.0093248
3.775,1.606,0.005,0.021833,0.0069338,2.7266e-25,0,0.0021588,0.0078417,0.27118,0.0093942
3.725,1.656,0.005,0.026039,0.006912,-4.7254e-25,0,0.0020956,0.0077126,0.26614,0.0094659
3.675,1.706,0.005,0.030195,0.0068907,-1.3667e-25,0,0.0020295,0.0075465,0.26149,0.0095399
3.625,1.7561,0.005,0.034315,0.0068707,-2.5384e-25,0,0.0019606,0.0073439,0.25724,0.0096164
3.575,1.8061,0.005,0.038414,0.0068529,6.6803e-26,0,0.001889,0.0071053,0.25342,0.0096955
3.525,1.8562,0.005,0.042504,0.0068377,1.4872e-33,0,0.001815,0.0068311,0.25008,0.0097774
3.475,1.9062,0.005,0.046601,0.0068246,1.1482e-38,0,0.0017386,0.0065223,0.24728,0.0098623
3.425,1.9563,0.005,0.05072,0.0068116,9.3102e-26,0,0.00166,0.0061837,0.24513,0.0099504
3.375,2.0063,0.005,0.054873,0.0067962,5.526e-25,0,0.0015795,0.0058279,0.24379,0.010042
3.325,2.0563,0.005,0.059064,0.0067766,-8.5529e-25,0,0.0014974,0.0054782,0.24353,0.010137
3.275,2.1064,0.005,0.06328,0.0067529,-1.3097e-25,0,0.0014147,0.0051655,0.24479,0.010236
3.225,2.1564,0.005,0.06748,0.0067273,2.4844e-38,0,0.001333,0.0049118,0.24826,0.010338
3.175,2.2065,0.005,0.071611,0.0067029,-8.9318e-25,0,0.0012549,0.0046952,0.25514,0.010443
3.125,2.2565,0.005,0.075657,0.0066677,1.3257e-25,0,0.0011827,0.0044225,0.26742,0.010548
3.075,2.3066,0.005,0.079731,0.0066041,-3.9672e-38,0,0.0011183,0.0038673,0.28917,0.010655
3.025,2.3566,0.005,0.084048,0.0064856,6.4438e-25,0,0.0010654,0.0032371,0.32913,0.010765
2.975,2.4066,0.005,0.088942,0.0062726,7.7565e-25,0,0.0010328,0.0025362,0.4072,0.01088
2.925,2.4567,0.005,0.095058,0.0059071,1.6846e-38,0,0.0010406,0.0019028,0.54689,0.011002
2.875,2.5067,0.005,0.10356,0.0053147,-3.9825e-25,0,0.0011286,0.0014555,0.77543,0.011134
2.825,2.5568,0.005,0.11627,0.0043946,-4.1645e-25,0,0.0013687,0.0012415,1.1004,0.011271
2.775,2.6068,0.005,0.13538,0.0030697,1.9068e-24,0,0.0018473,0.0011638,1.5188,0.011411
2.725,2.6569,0.005,0.16275,0.0013801,-2.1189e-24,0,0.0025925,0.0011972,1.9736,0.011551
2.675,2.7069,0.005,0.19926,-0.00053975,-2.2589e-25,0,0.0035302,0.0012703,2.4695,0.0117
2.625,2.7569,0.005,0.24544,-0.0024227,-1.2816e-24,0,0.0043395,0.0012833,3.0059,0.011862
2.575,2.807,0.005,0.30138,-0.0037271,-4.6375e-25,0,0.004507,0.0012055,3.4059,0.012044
2.525,2.86,0.005,0.36391,-0.0040103,-5.9338e-25,0,0.0035698,0.0010958,3.255,0.012208
2.475,2.916,0.005,0.41101,-0.0019824,0,0,0.001747,0.00066438,2.6295,0.012385
2.425,2.972,0.005,0.40206,-0.00084228,0,0,0.0023971,0.00030786,7.7865,0.012456
5.425,0.024,0.005,-0.17084,0.00068014,1.1459e-25,0,0.00071079,0.00014369,4.9467,0.0080937
5.375,0.072,0.005,-0.18114,0.0012526,9.2596e-41,0,0.00064456,0.00038921,1.6561,0.0081391
5.325,0.12,0.005,-0.17741,0.002023,5.959e-25,0,0.00087286,0.0008674,1.0063,0.0081681
5.275,0.168,0.005,-0.17092,0.0025866,-1.1569e-25,0,0.0010946,0.0014019,0.7808,0.0082103
5.225,0.216,0.005,-0.16372,0.0031559,-5.9136e-26,0,0.0012884,0.0019171,0.67205,0.0082457
5.175,0.264,0.005,-0.15625,0.003684,1.4289e-38,0,0.0014602,0.0023948,0.60976,0.0082805
5.125,0.312,0.005,-0.14863,0.0041876,-1.9352e-25,0,0.0016164,0.0028327,0.57061,0.0083133
5.075,0.36,0.005,-0.14091,0.0046677,-7.8065e-27,0,0.0017608,0.0032329,0.54465,0.0083444
5.025,0.408,0.005,-0.1331,0.0051348,-3.5887e-26,0,0.001896,0.0035991,0.52679,0.0083747
4.975,0.456,0.005,-0.12522,0.0055722,-2.7027e-25,0,0.0020226,0.0039351,0.51398,0.0084011
4.925,0.50502,0.005,-0.11697,0.0059648,-1.5002e-25,0,0.0021446,0.0040354,0.50367,0.0084191
4.875,0.55506,0.005,-0.10822,0.0062999,3.5085e-25,0,0.0022616,0.0040946,0.49387,0.0084268
4.825,0.60511,0.005,-0.099276,0.0065433,7.4406e-26,0,0.0023668,0.0042104,0.48315,0.0084373
4.775,0.65515,0.005,-0.090358,0.0067119,7.1926e-39,0,0.0024557,0.004403,0.47079,0.0084525
4.725,0.70519,0.005,-0.081668,0.006825,1.173e-25,0,0.0025265,0.0046615,0.45693,0.0084722
4.675,0.75523,0.005,-0.073335,0.0068986,9.7928e-26,0,0.0025796,0.0049651,0.4421,0.008496
4.625,0.80528,0.005,-0.065414,0.006945,2.3011e-25,0,0.0026167,0.0052933,0.42695,0.0085234
4.575,0.85532,0.005,-0.057915,0.0069726,2.2617e-25,0,0.0026399,0.0056306,0.41197,0.0085542
4.525,0.90536,0.005,-0.050822,0.0069872,5.4465e-26,0,0.0026512,0.0059656,0.3975,0.0085881
4.475,0.9554,0.005,-0.044107,0.0069928,2.6185e-25,0,0.0026526,0.00629,0.38376,0.0086249
4.425,1.0054,0.005,-0.037738,0.0069919,2.4854e-25,0,0.0026455,0.0065977,0.37084,0.0086646
4.375,1.0555,0.005,-0.031681,0.0069863,2.1249e-25,0,0.0026311,0.0068836,0.35877,0.008707
4.325,1.1055,0.005,-0.025904,0.0069773,2.2635e-25,0,0.0026106,0.0071437,0.34755,0.008752
4.275,1.1556,0.005,-0.020376,0.0069655,-2.0908e-25,0,0.0025846,0.0073747,0.33713,0.0087996
4.225,1.2056,0.005,-0.01507,0.0069514,-4.1722e-25,0,0.0025538,0.0075738,0.32747,0.0088497
4.175,1.2557,0.005,-0.0099599,0.0069356,2.1467e-25,0,0.0025186,0.007739,0.31852,0.0089023
4.125,1.3057,0.005,-0.0050227,0.0069183,0,0,0.0024795,0.007869,0.31022,0.0089574
4.075,1.3557,0.005,-0.00023761,0.0068998,0,0,0.0024366,0.007963,0.30251,0.0090148
4.025,1.4058,0.005,0.0044139,0.0068803,0,0,0.0023902,0.0080206,0.29535,0.0090745
3.975,1.4558,0.005,0.0089484,0.00686,5.5946e-34,0,0.0023404,0.0080421,0.2887,0.0091365
3.925,1.5059,0.005,0.013381,0.0068391,-3.4709e-25,0,0.0022873,0.0080271,0.28254,0.0092006
3.875,1.5559,0.005,0.017725,0.0068174,1.7218e-38,0,0.0022311,0.0079752,0.2768,0.0092668
3.825,1.606,0.005,0.021994,0.0067951,-1.8379e-25,0,0.0021716,0.0078857,0.27145,0.0093352
3.775,1.656,0.005,0.026201,0.0067723,3.251e-25,0,0.0021092,0.0077585,0.26649,0.0094058
3.725,1.706,0.005,0.030358,0.0067492,0,0,0.0020437,0.0075939,0.26193,0.0094787
3.675,1.7561,0.005,0.03448,0.0067266,-2.4884e-25,0,0.0019755,0.0073921,0.25777,0.009554
3.625,1.8061,0.005,0.03858,0.006705,-2.6023e-25,0,0.0019046,0.0071538,0.25405,0.0096318
3.575,1.8562,0.005,0.042673,0.0066852,2.741e-25,0,0.0018311,0.0068796,0.25082,0.0097121
3.525,1.9062,0.005,0.046774,0.0066672,5.8181e-25,0,0.0017552,0.0065715,0.24814,0.0097953
3.475,1.9563,0.005,0.050897,0.0066497,1.3161e-25,0,0.0016771,0.0062347,0.24613,0.0098816
3.425,2.0063,0.005,0.055056,0.0066311,-2.0226e-25,0,0.0015969,0.0058824,0.24498,0.0099712
3.375,2.0563,0.005,0.059252,0.0066096,4.7223e-25,0,0.0015151,0.0055376,0.24494,0.010064
3.325,2.1064,0.005,0.063471,0.0065854,-5.0941e-25,0,0.0014327,0.0052302,0.24649,0.010161
3.275,2.1564,0.005,0.067673,0.0065602,4.0859e-25,0,0.0013515,0.0049789,0.25037,0.010261
3.225,2.2065,0.005,0.071806,0.0065362,5.6608e-25,0,0.0012738,0.0047532,0.25778,0.010364
3.175,2.2565,0.005,0.075873,0.0064995,-3.5251e-25,0,0.0012019,0.0044375,0.27085,0.010466
3.125,2.3066,0.005,0.079993,0.0064354,-1.3712e-25,0,0.0011381,0.0038729,0.29385,0.010569
3.075,2.3566,0.005,0.084389,0.0063134,-1.6999e-25,0,0.001086,0.0032325,0.33597,0.010677
3.025,2.4066,0.005,0.08941,0.0060964,7.5929e-25,0,0.0010553,0.0025235,0.41818,0.01079
2.975,2.4567,0.005,0.09573,0.0057211,-6.1009e-25,0,0.001067,0.0019001,0.56157,0.010908
2.925,2.5067,0.005,0.10451,0.0051231,-7.813e-33,0,0.0011609,0.0014715,0.78891,0.011037
2.875,2.5568,0.005,0.11757,0.004195,1.1168e-24,0,0.0014087,0.0012518,1.1133,0.011171
2.825,2.6068,0.005,0.13705,0.0028857,-3.625e-25,0,0.0018917,0.0011763,1.5244,0.011306
2.775,2.6569,0.005,0.16471,0.0012128,1.7033e-24,0,0.0026324,0.0012103,1.9695,0.011443
2.725,2.7069,0.005,0.20126,-0.00067198,-1.8124e-24,0,0.0035499,0.001283,2.4554,0.01159
2.675,2.7569,0.005,0.2471,-0.0025032,-8.1605e-25,0,0.0043218,0.0012946,2.975,0.011747
2.625,2.807,0.005,0.30215,-0.0037325,3.0393e-25,0,0.0044635,0.0012185,3.3564,0.011928
2.575,2.86,0.005,0.36319,-0.003995,-6.0865e-25,0,0.0035485,0.0011043,3.2132,0.012082
2.525,2.916,0.005,0.4095,-0.0020121,0,0,0.0017623,0.00066664,2.6435,0.012249
2.475,2.972,0.005,0.40087,-0.00082164,0,0,0.0023946,0.00030769,7.7824,0.012319
5.475,0.024,0.005,-0.17181,0.00068613,1.1594e-25,0,0.00071755,0.00014437,4.9702,0.0080726
5.425,0.072,0.005,-0.18189,0.0012507,1.064e-25,0,0.00065308,0.00039277,1.6628,0.0081168
5.375,0.12,0.005,-0.17806,0.0020183,-3.3795e-25,0,0.00088308,0.00087426,1.0101,0.0081439
5.325,0.168,0.005,-0.17151,0.0025754,7.3837e-25,0,0.001105,0.0014105,0.78339,0.0081845
5.275,0.216,0.005,-0.16427,0.0031386,-2.5463e-25,0,0.0012981,0.0019261,0.67396,0.0082183
5.225,0.264,0.005,-0.15676,0.0036605,1.9055e-25,0,0.0014689,0.0024031,0.61126,0.0082516
5.175,0.312,0.005,-0.14911,0.0041576,-3.7695e-25,0,0.0016239,0.0028396,0.57187,0.0082829
5.125,0.36,0.005,-0.14136,0.0046308,1.731e-25,0,0.0017671,0.0032378,0.54578,0.0083127
5.075,0.408,0.005,-0.13352,0.0050917,9.7656e-42,0,0.0019013,0.0036017,0.5279,0.0083425
5.025,0.456,0.005,-0.12559,0.0055184,-3.9529e-27,0,0.0020275,0.0039361,0.5151,0.0083656
4.975,0.50502,0.005,-0.11727,0.0059034,3.6344e-25,0,0.0021494,0.0039988,0.50478,0.0083807
4.925,0.55506,0.005,-0.10843,0.0062257,2.2614e-25,0,0.0022667,0.0040545,0.49489,0.0083871
4.875,0.60511,0.005,-0.099389,0.0064568,8.9253e-39,0,0.0023719,0.0041751,0.48396,0.0083965
4.825,0.65515,0.005,-0.090397,0.0066145,2.3308e-25,0,0.0024607,0.0043746,0.47134,0.0084108
4.775,0.70519,0.005,-0.081652,0.0067186,-2.337e-34,0,0.0025314,0.0046396,0.45722,0.0084296
4.725,0.75523,0.005,-0.073279,0.0067851,4.1447e-40,0,0.0025844,0.0049488,0.44217,0.0084524
4.675,0.80528,0.005,-0.06533,0.0068254,3.2462e-34,0,0.0026214,0.0052818,0.42685,0.0084789
4.625,0.85532,0.005,-0.05781,0.006848,6.6914e-26,0,0.0026447,0.0056233,0.41175,0.0085087
4.575,0.90536,0.005,-0.050702,0.0068585,1.6361e-25,0,0.0026562,0.0059624,0.39721,0.0085416
4.525,0.9554,0.005,-0.043977,0.0068609,-2.1444e-25,0,0.0026578,0.0062907,0.38342,0.0085776
4.475,1.0054,0.005,-0.0376,0.0068576,1.7833e-25,0,0.002651,0.0066022,0.37049,0.0086164
4.425,1.0555,0.005,-0.031537,0.0068503,-3.9349e-25,0,0.0026371,0.0068918,0.35842,0.0086581
4.375,1.1055,0.005,-0.025756,0.0068401,0,0,0.002617,0.0071556,0.34722,0.0087023
4.325,1.1556,0.005,-0.020226,0.0068277,8.0075e-27,0,0.0025915,0.0073902,0.33683,0.0087492
4.275,1.2056,0.005,-0.014917,0.0068134,2.0492e-25,0,0.0025612,0.007593,0.32722,0.0087985
4.225,1.2557,0.005,-0.0098057,0.0067976,-2.0532e-25,0,0.0025265,0.007762,0.31831,0.0088503
4.175,1.3057,0.005,-0.0048676,0.0067807,1.1955e-26,0,0.002488,0.0078958,0.31006,0.0089046
4.125,1.3557,0.005,-8.2075e-05,0.0067627,-1.7783e-26,0,0.0024457,0.0079933,0.30241,0.0089612
4.075,1.4058,0.005,0.0045697,0.0067439,2.0917e-25,0,0.0023999,0.0080542,0.29531,0.0090201
4.025,1.4558,0.005,0.0091045,0.0067242,-2.1048e-25,0,0.0023507,0.0080785,0.28873,0.0090811
3.975,1.5059,0.005,0.013537,0.0067037,-3.9384e-25,0,0.0022983,0.0080661,0.28263,0.0091443
3.925,1.5559,0.005,0.017882,0.0066823,4.6899e-25,0,0.0022427,0.0080164,0.27697,0.0092096
3.875,1.606,0.005,0.022152,0.0066599,-8.1314e-26,0,0.002184,0.0079292,0.2717,0.009277
3.825,1.656,0.005,0.02636,0.0066366,4.5396e-26,0,0.0021223,0.007804,0.26682,0.0093465
3.775,1.706,0.005,0.030519,0.0066126,-5.0517e-26,0,0.0020576,0.007641,0.26235,0.0094183
3.725,1.7561,0.005,0.034642,0.0065881,3.5609e-25,0,0.0019901,0.0074404,0.25829,0.0094924
3.675,1.8061,0.005,0.038744,0.0065639,-7.0273e-25,0,0.0019198,0.0072026,0.25467,0.0095689
3.625,1.8562,0.005,0.042839,0.0065404,-1.9919e-25,0,0.0018469,0.0069286,0.25155,0.0096479
3.575,1.9062,0.005,0.046942,0.006518,-2.0717e-25,0,0.0017716,0.006621,0.249,0.0097295
3.525,1.9563,0.005,0.05107,0.0064963,-3.0305e-25,0,0.0016939,0.0062861,0.24715,0.009814
3.475,2.0063,0.005,0.055233,0.0064743,3.2478e-25,0,0.0016141,0.0059372,0.24618,0.0099017
3.425,2.0563,0.005,0.059434,0.0064509,6.9671e-25,0,0.0015327,0.0055976,0.24638,0.009993
3.375,2.1064,0.005,0.063655,0.0064262,-2.4195e-25,0,0.0014507,0.0052954,0.24824,0.010088
3.325,2.1564,0.005,0.067857,0.0064014,-5.2482e-25,0,0.00137,0.0050456,0.25252,0.010186
3.275,2.2065,0.005,0.071994,0.0063777,5.477e-25,0,0.0012927,0.0048088,0.26048,0.010286
3.225,2.2565,0.005,0.076084,0.0063398,-4.6428e-25,0,0.0012213,0.0044515,0.27437,0.010385
3.175,2.3066,0.005,0.080253,0.0062726,-5.298e-25,0,0.001158,0.0038775,0.29865,0.010485
3.125,2.3566,0.005,0.084728,0.006146,0,0,0.001107,0.0032281,0.34292,0.010591
3.075,2.4066,0.005,0.089878,0.0059252,2.1474e-25,0,0.0010782,0.0025126,0.42912,0.010701
3.025,2.4567,0.005,0.096404,0.0055418,2.9601e-25,0,0.001094,0.0018987,0.57617,0.010816
2.975,2.5067,0.005,0.10546,0.004937,7.6477e-33,0,0.0011937,0.0014888,0.80176,0.010942
2.925,2.5568,0.005,0.11886,0.0040047,-1.4578e-24,0,0.0014487,0.0012621,1.1253,0.011073
2.875,2.6068,0.005,0.13871,0.002707,3.4771e-25,0,0.0019358,0.0011888,1.5295,0.011204
2.825,2.6569,0.005,0.16663,0.0010492,9.8305e-25,0,0.0026716,0.0012235,1.9652,0.011338
2.775,2.7069,0.005,0.2032,-0.00079885,1.9004e-25,0,0.0035683,0.0012957,2.4413,0.011482
2.725,2.7569,0.005,0.24869,-0.002579,1.9709e-24,0,0.0043034,0.0013059,2.9443,0.011635
