"Points:0","Points:1","Points:2","U:0","U:1","U:2","blendedIndicatorU","k","nut","omega","p"
1.475,2.1564,0.005,0.049443,0.024278,2.4468e-38,0,0.00069949,0.0032127,0.21772,0.014572
1.425,2.2065,0.005,0.051815,0.024227,3.4705e-25,0,0.00065401,0.0029789,0.21955,0.014866
1.375,2.2565,0.005,0.053939,0.024046,-1.6576e-24,0,0.0006119,0.0027215,0.22266,0.015174
1.325,2.3066,0.005,0.055803,0.023711,1.8566e-24,0,0.00057329,0.0024282,0.22745,0.015496
1.275,2.3566,0.005,0.057362,0.023187,2.0817e-24,0,0.00053839,0.0021567,0.23462,0.015831
1.225,2.4066,0.005,0.058519,0.022441,0,0,0.00050783,0.0019201,0.24574,0.016175
1.175,2.4567,0.005,0.05915,0.02144,1.5725e-24,0,0.00048294,0.0017107,0.26501,0.016527
1.125,2.5067,0.005,0.059138,0.020159,-1.7945e-24,0,0.0004667,0.0015249,0.30532,0.016884
1.075,2.5568,0.005,0.058522,0.018526,1.1186e-24,0,0.00046753,0.0011523,0.40575,0.017249
1.025,2.6068,0.005,0.058011,0.016445,-6.6061e-24,0,0.00052034,0.00075919,0.68539,0.017619
0.975,2.6569,0.005,0.060821,0.013666,0,0,0.00077564,0.00056787,1.3659,0.017971
0.925,2.7069,0.005,0.076907,0.009234,3.8646e-24,0,0.0017147,0.00064354,2.6645,0.01825
0.875,2.7569,0.005,0.12308,0.0039242,5.4787e-24,0,0.0038673,0.00080244,4.2718,0.018566
0.825,2.807,0.005,0.2236,-0.0039214,-5.0869e-24,0,0.0062182,0.00070342,5.9827,0.018849
0.775,2.86,0.005,0.41029,-0.0047729,4.1379e-24,0,0.0016381,0.00035246,2.0181,0.019419
0.725,2.916,0.005,0.45124,0.0002809,-9.5762e-25,0,0.00069696,0.00066404,1.0496,0.019379
0.675,2.972,0.005,0.43965,-0.0026316,-2.437e-24,0,0.0016727,0.00025716,6.5043,0.019669
3.675,0.024,0.005,-0.13749,0.00058573,-2.1498e-24,0,0.00050763,0.00012143,4.1804,0.009605
3.625,0.072,0.005,-0.15201,0.0013563,4.9898e-25,0,0.00043932,0.00030795,1.4266,0.0096848
3.575,0.12,0.005,-0.15102,0.0022831,1.3169e-25,0,0.00061931,0.00071094,0.87111,0.0097556
3.525,0.168,0.005,-0.14641,0.0030881,-2.5425e-25,0,0.0008167,0.0011958,0.68297,0.0098364
3.475,0.216,0.005,-0.14063,0.0038892,6.4736e-26,0,0.0010001,0.0016826,0.5944,0.0099126
3.425,0.264,0.005,-0.1344,0.0046644,-1.0555e-24,0,0.0011671,0.0021465,0.54373,0.009986
3.375,0.312,0.005,-0.12795,0.0054171,4.8886e-25,0,0.0013186,0.0025805,0.51097,0.010056
3.325,0.36,0.005,-0.12141,0.0061484,-8.192e-39,0,0.0014555,0.0029835,0.48784,0.010124
3.275,0.408,0.005,-0.11482,0.0068589,-4.5073e-41,0,0.0015785,0.0033565,0.47027,0.010189
3.225,0.456,0.005,-0.10823,0.0075491,-4.9064e-25,0,0.0016879,0.0037013,0.45602,0.010252
3.175,0.50502,0.005,-0.10155,0.0082314,-1.7987e-25,0,0.0017863,0.0040271,0.44356,0.010313
3.125,0.55506,0.005,-0.094785,0.0089028,6.1855e-25,0,0.0018726,0.0043327,0.43219,0.010371
3.075,0.60511,0.005,-0.088104,0.0095515,5.1964e-25,0,0.0019448,0.0046138,0.42151,0.010428
3.025,0.65515,0.005,-0.081523,0.010176,4.0695e-25,0,0.0020032,0.004872,0.41116,0.010484
2.975,0.70519,0.005,-0.075066,0.010776,-2.2659e-34,0,0.0020481,0.0051082,0.40094,0.01054
2.925,0.75523,0.005,-0.068753,0.011348,1.1298e-25,0,0.0020798,0.005323,0.39073,0.010597
2.875,0.80528,0.005,-0.062602,0.011894,3.9638e-25,0,0.002099,0.0055164,0.38051,0.010654
2.825,0.85532,0.005,-0.056626,0.012416,2.8064e-38,0,0.0021065,0.0056884,0.37032,0.010713
2.775,0.90536,0.005,-0.050831,0.012919,-2.9726e-25,0,0.002103,0.0058386,0.36019,0.010774
2.725,0.9554,0.005,-0.045219,0.013407,-8.8897e-26,0,0.0020896,0.0059669,0.3502,0.010837
2.675,1.0054,0.005,-0.039786,0.013884,7.8476e-26,0,0.0020672,0.0060728,0.34039,0.010904
2.625,1.0555,0.005,-0.034528,0.014355,6.6557e-26,0,0.0020366,0.0061562,0.33082,0.010973
2.575,1.1055,0.005,-0.029438,0.014822,-8.1517e-25,0,0.0019987,0.0062169,0.3215,0.011047
2.525,1.1556,0.005,-0.024506,0.015289,4.1499e-25,0,0.0019545,0.0062548,0.31247,0.011125
2.475,1.2056,0.005,-0.019725,0.015757,8.4907e-25,0,0.0019046,0.0062702,0.30375,0.011207
2.425,1.2557,0.005,-0.015085,0.016228,-4.3647e-25,0,0.0018498,0.0062632,0.29535,0.011295
2.375,1.3057,0.005,-0.010577,0.016703,1.632e-26,0,0.001791,0.0062342,0.28728,0.011389
2.325,1.3557,0.005,-0.0061937,0.017181,-4.6871e-25,0,0.0017287,0.0061836,0.27956,0.01149
2.275,1.4058,0.005,-0.0019262,0.017664,4.8974e-25,0,0.0016638,0.0061118,0.27223,0.011597
2.225,1.4558,0.005,0.0022331,0.018149,-5.1007e-25,0,0.0015971,0.0060194,0.26532,0.011711
2.175,1.5059,0.005,0.0062913,0.018636,1.0898e-38,0,0.001529,0.0059066,0.25886,0.011834
2.125,1.5559,0.005,0.010255,0.019123,-5.5412e-25,0,0.0014601,0.0057755,0.25282,0.011965
2.075,1.606,0.005,0.014127,0.019606,-4.0476e-25,0,0.0013909,0.0056283,0.24713,0.012105
2.025,1.656,0.005,0.017913,0.020082,2.1171e-25,0,0.0013219,0.005466,0.24183,0.012255
1.975,1.706,0.005,0.021614,0.020549,-4.0236e-25,0,0.0012534,0.0052898,0.23696,0.012415
1.925,1.7561,0.005,0.02523,0.021,-4.0419e-25,0,0.0011861,0.005101,0.23252,0.012586
1.875,1.8061,0.005,0.028761,0.02143,-3.3374e-25,0,0.0011201,0.004901,0.22855,0.012768
1.825,1.8562,0.005,0.032203,0.021833,1.212e-24,0,0.0010559,0.0046911,0.22508,0.012962
1.775,1.9062,0.005,0.035552,0.022203,-8.5903e-25,0,0.00099356,0.0044728,0.22214,0.013168
1.725,1.9563,0.005,0.038799,0.022531,9.8342e-25,0,0.00093336,0.0042473,0.21975,0.013387
1.675,2.0063,0.005,0.041934,0.022807,-1.0087e-24,0,0.00087546,0.0040162,0.21798,0.013619
1.625,2.0563,0.005,0.044942,0.023023,2.3435e-24,0,0.00082001,0.0037808,0.21689,0.013864
1.575,2.1064,0.005,0.047804,0.023165,-3.0952e-24,0,0.00076722,0.0035427,0.21656,0.014123
1.525,2.1564,0.005,0.050494,0.023221,1.6533e-38,0,0.0007173,0.0033038,0.21712,0.014395
1.475,2.2065,0.005,0.05298,0.023174,1.4427e-24,0,0.00067055,0.0030658,0.21872,0.014681
1.425,2.2565,0.005,0.055239,0.022999,1.6028e-24,0,0.00062711,0.0027885,0.22162,0.014982
1.375,2.3066,0.005,0.057255,0.022674,-3.9882e-24,0,0.00058716,0.0025005,0.22622,0.015296
1.325,2.3566,0.005,0.058984,0.02217,3.218e-24,0,0.00055101,0.0022434,0.2333,0.015623
1.275,2.4066,0.005,0.060324,0.021465,0,0,0.00051935,0.0020213,0.24464,0.015961
1.225,2.4567,0.005,0.061153,0.020536,-2.4611e-24,0,0.00049363,0.0018204,0.26499,0.016307
1.175,2.5067,0.005,0.06137,0.019334,-2.788e-24,0,0.00047696,0.0015431,0.30909,0.016662
1.125,2.5568,0.005,0.061105,0.01781,3.3009e-24,0,0.00047929,0.00115,0.41677,0.017027
1.075,2.6068,0.005,0.061078,0.015779,1.6644e-24,0,0.00053971,0.00075557,0.71431,0.017396
1.025,2.6569,0.005,0.06481,0.013077,-1.8442e-24,0,0.00082261,0.00057786,1.4235,0.017746
0.975,2.7069,0.005,0.082458,0.0086995,5.2972e-24,0,0.0018107,0.00067084,2.6992,0.018032
0.925,2.7569,0.005,0.12959,0.0034724,-1.2023e-24,0,0.0039683,0.00082395,4.2451,0.018357
0.875,2.807,0.005,0.22835,-0.0039035,3.3081e-24,0,0.0062208,0.00072358,5.8708,0.018648
0.825,2.86,0.005,0.40797,-0.0046546,-3.4747e-24,0,0.0017706,0.0003659,2.2668,0.019196
0.775,2.916,0.005,0.4506,0.00025437,7.125e-25,0,0.00072218,0.00064909,1.1126,0.019206
0.725,2.972,0.005,0.43848,-0.0026358,-1.1191e-24,0,0.0017359,0.00026198,6.6261,0.01947
3.725,0.024,0.005,-0.13846,0.00058602,9.9645e-25,0,0.00051277,0.00012204,4.2015,0.0095427
3.675,0.072,0.005,-0.15292,0.0013465,4.5995e-39,0,0.00044357,0.00030967,1.4324,0.0096213
3.625,0.12,0.005,-0.15188,0.0022653,-7.2491e-25,0,0.00062471,0.00071445,0.87439,0.0096906
3.575,0.168,0.005,-0.14722,0.00306,-5.0071e-25,0,0.00082347,0.0012011,0.68557,0.0097702
3.525,0.216,0.005,-0.1414,0.0038487,-6.9394e-26,0,0.0010081,0.0016896,0.59665,0.0098454
3.475,0.264,0.005,-0.13513,0.0046119,5.1321e-25,0,0.0011762,0.002155,0.54579,0.0099176
3.425,0.312,0.005,-0.12865,0.0053515,4.7537e-25,0,0.0013288,0.0025906,0.51293,0.0099871
3.375,0.36,0.005,-0.12207,0.0060687,5.3287e-25,0,0.0014669,0.0029952,0.48977,0.010054
3.325,0.408,0.005,-0.11544,0.0067637,4.2377e-25,0,0.0015912,0.0033698,0.4722,0.010118
3.275,0.456,0.005,-0.10881,0.0074368,-1.2794e-25,0,0.001702,0.0037162,0.45799,0.01018
3.225,0.50502,0.005,-0.10209,0.0080999,-3.4382e-25,0,0.0018018,0.0040438,0.44558,0.01024
3.175,0.55506,0.005,-0.095282,0.0087505,1.4408e-38,0,0.0018896,0.0043514,0.43425,0.010297
3.125,0.60511,0.005,-0.088555,0.0093774,-9.9316e-26,0,0.0019634,0.0046349,0.42361,0.010353
3.075,0.65515,0.005,-0.081927,0.0099801,0,0,0.0020233,0.0048957,0.41327,0.010408
3.025,0.70519,0.005,-0.075421,0.010557,-1.0757e-25,0,0.0020696,0.005135,0.40304,0.010463
2.975,0.75523,0.005,-0.069057,0.011105,-3.8595e-25,0,0.0021029,0.0053533,0.39281,0.010518
2.925,0.80528,0.005,-0.062854,0.011626,-2.7944e-25,0,0.0021235,0.0055508,0.38255,0.010575
2.875,0.85532,0.005,-0.056827,0.01212,3.8322e-25,0,0.0021322,0.0057271,0.3723,0.010632
2.825,0.90536,0.005,-0.050984,0.012593,3.8316e-25,0,0.0021299,0.0058821,0.3621,0.010692
2.775,0.9554,0.005,-0.045327,0.013049,8.3812e-26,0,0.0021176,0.0060153,0.35203,0.010755
2.725,1.0054,0.005,-0.039852,0.013493,3.8616e-25,0,0.0020961,0.0061263,0.34215,0.01082
2.675,1.0555,0.005,-0.034554,0.013929,-3.2761e-25,0,0.0020664,0.0062148,0.3325,0.010889
2.625,1.1055,0.005,-0.029426,0.014361,-4.9026e-26,0,0.0020294,0.0062806,0.32312,0.010961
2.575,1.1556,0.005,-0.024458,0.014792,-4.0146e-25,0,0.0019858,0.0063237,0.31403,0.011038
2.525,1.2056,0.005,-0.019643,0.015224,3.9144e-25,0,0.0019365,0.0063441,0.30525,0.011119
2.475,1.2557,0.005,-0.014969,0.015658,-4.2139e-25,0,0.0018822,0.0063419,0.29679,0.011205
2.425,1.3057,0.005,-0.010429,0.016096,-1.7585e-26,0,0.0018236,0.0063175,0.28866,0.011297
2.375,1.3557,0.005,-0.0060137,0.016538,-4.5152e-25,0,0.0017615,0.0062711,0.28089,0.011395
2.325,1.4058,0.005,-0.0017139,0.016985,1.2318e-25,0,0.0016966,0.0062033,0.2735,0.0115
2.275,1.4558,0.005,0.0024779,0.017435,-8.6169e-26,0,0.0016296,0.0061142,0.26653,0.011612
2.225,1.5059,0.005,0.0065692,0.017887,1.1216e-25,0,0.0015611,0.0060045,0.25999,0.011731
2.175,1.5559,0.005,0.010567,0.018341,4.2734e-38,0,0.0014917,0.0058759,0.25387,0.011859
2.125,1.606,0.005,0.014475,0.018792,-3.4045e-25,0,0.0014217,0.0057306,0.2481,0.011996
2.075,1.656,0.005,0.018299,0.019239,2.0277e-25,0,0.0013518,0.0055697,0.24271,0.012142
2.025,1.706,0.005,0.022039,0.019677,-6.2317e-25,0,0.0012824,0.0053944,0.23773,0.012297
1.975,1.7561,0.005,0.025698,0.020102,9.3968e-25,0,0.001214,0.0052059,0.23319,0.012464
1.925,1.8061,0.005,0.029275,0.020508,-1.0272e-24,0,0.0011468,0.0050056,0.22912,0.012641
1.875,1.8562,0.005,0.032768,0.02089,-7.2532e-33,0,0.0010814,0.0047949,0.22553,0.012829
1.825,1.9062,0.005,0.036171,0.021241,4.1234e-25,0,0.0010178,0.0045752,0.22245,0.013029
1.775,1.9563,0.005,0.039479,0.021553,4.6606e-25,0,0.00095629,0.004348,0.21994,0.013242
1.725,2.0063,0.005,0.042681,0.021817,0,0,0.0008971,0.0041148,0.21802,0.013467
1.675,2.0563,0.005,0.045763,0.022023,1.5119e-24,0,0.00084038,0.0038769,0.21677,0.013705
1.625,2.1064,0.005,0.048709,0.02216,-8.2513e-25,0,0.0007863,0.0036358,0.21626,0.013957
1.575,2.1564,0.005,0.051492,0.022216,-1.2596e-24,0,0.00073512,0.0033934,0.21663,0.014222
1.525,2.2065,0.005,0.054089,0.022171,8.1496e-25,0,0.00068705,0.0031487,0.21804,0.0145
1.475,2.2565,0.005,0.056478,0.022003,1.5507e-24,0,0.00064226,0.0028507,0.22075,0.014792
1.425,2.3066,0.005,0.058641,0.021687,-7.0847e-25,0,0.00060095,0.0025717,0.2252,0.015098
1.375,2.3566,0.005,0.060525,0.021203,-3.8481e-24,0,0.00056352,0.0023309,0.23224,0.015417
1.325,2.4066,0.005,0.062027,0.020544,2.1312e-24,0,0.0005308,0.0021235,0.24386,0.015748
1.275,2.4567,0.005,0.063033,0.019674,9.8716e-25,0,0.00050419,0.0018995,0.26543,0.016088
1.225,2.5067,0.005,0.063498,0.018551,5.4921e-24,0,0.00048721,0.0015531,0.3137,0.016439
1.175,2.5568,0.005,0.063572,0.017102,-7.3567e-24,0,0.0004913,0.0011413,0.43047,0.016803
1.125,2.6068,0.005,0.064044,0.015154,6.2844e-24,0,0.00056006,0.00075291,0.74386,0.017169
1.075,2.6569,0.005,0.068724,0.012508,-4.4941e-24,0,0.00087206,0.00058886,1.4809,0.017515
1.025,2.7069,0.005,0.087901,0.0081916,-3.8029e-24,0,0.0019039,0.00069802,2.7276,0.017805
0.975,2.7569,0.005,0.13582,0.0030575,-2.2934e-32,0,0.0040571,0.0008452,4.2146,0.018137
0.925,2.807,0.005,0.23278,-0.0038743,3.2247e-24,0,0.0062094,0.00074284,5.7642,0.018437
0.875,2.86,0.005,0.40573,-0.0045455,-2.9379e-24,0,0.0019042,0.00037936,2.5196,0.018966
0.825,2.916,0.005,0.44995,0.00022285,-5.8974e-25,0,0.00074877,0.00063644,1.1765,0.01902
0.775,2.972,0.005,0.43733,-0.0026221,1.293e-24,0,0.0017953,0.00026642,6.7385,0.019264
3.775,0.024,0.005,-0.13943,0.00058666,1.0699e-24,0,0.00051794,0.00012266,4.2226,0.0094818
3.725,0.072,0.005,-0.15383,0.0013376,-6.4476e-25,0,0.00044786,0.00031139,1.4383,0.0095592
3.675,0.12,0.005,-0.15272,0.0022491,1.3395e-25,0,0.00063017,0.00071794,0.87774,0.0096271
3.625,0.168,0.005,-0.14802,0.0030342,-2.7043e-25,0,0.00083023,0.0012064,0.68821,0.0097056
3.575,0.216,0.005,-0.14216,0.0038117,-7.3179e-26,0,0.001016,0.0016964,0.59892,0.0097797
3.525,0.264,0.005,-0.13586,0.0045637,1.0321e-24,0,0.0011852,0.0021633,0.54785,0.0098509
3.475,0.312,0.005,-0.12934,0.0052911,-4.6443e-25,0,0.0013389,0.0026003,0.51489,0.0099194
3.425,0.36,0.005,-0.12272,0.0059953,-4.5799e-25,0,0.0014782,0.0030063,0.49169,0.0099852
3.375,0.408,0.005,-0.11606,0.006676,-2.9656e-38,0,0.0016037,0.0033824,0.47413,0.010049
3.325,0.456,0.005,-0.10939,0.0073334,-6.9314e-39,0,0.0017158,0.0037303,0.45995,0.01011
3.275,0.50502,0.005,-0.10262,0.0079788,3.2848e-25,0,0.001817,0.0040595,0.44758,0.010168
3.225,0.55506,0.005,-0.095768,0.0086096,1.6869e-25,0,0.0019062,0.004369,0.4363,0.010225
3.175,0.60511,0.005,-0.088997,0.0092154,-4.3149e-40,0,0.0019814,0.0046546,0.42569,0.01028
3.125,0.65515,0.005,-0.082323,0.0097966,-7.1815e-39,0,0.0020428,0.0049179,0.41538,0.010334
3.075,0.70519,0.005,-0.075767,0.010352,3.7623e-25,0,0.0020906,0.0051601,0.40514,0.010388
3.025,0.75523,0.005,-0.069352,0.010878,4.7633e-25,0,0.0021252,0.0053819,0.39489,0.010442
2.975,0.80528,0.005,-0.063098,0.011375,1.0015e-25,0,0.0021472,0.0055831,0.38458,0.010497
2.925,0.85532,0.005,-0.05702,0.011844,2.768e-25,0,0.0021571,0.0057638,0.37426,0.010554
2.875,0.90536,0.005,-0.051129,0.012288,1.7619e-25,0,0.002156,0.0059233,0.36399,0.010613
2.825,0.9554,0.005,-0.045426,0.012714,3.7302e-25,0,0.0021447,0.0060613,0.35384,0.010674
2.775,1.0054,0.005,-0.03991,0.013127,-2.7708e-34,0,0.0021242,0.0061773,0.34388,0.010738
2.725,1.0555,0.005,-0.034573,0.01353,-3.7805e-25,0,0.0020955,0.0062709,0.33416,0.010806
2.675,1.1055,0.005,-0.029408,0.013929,-3.8264e-25,0,0.0020592,0.0063418,0.32471,0.010877
2.625,1.1556,0.005,-0.024406,0.014326,6.79e-39,0,0.0020164,0.00639,0.31555,0.010952
2.575,1.2056,0.005,-0.019557,0.014723,-8.1045e-25,0,0.0019677,0.0064154,0.30671,0.011032
2.525,1.2557,0.005,-0.014852,0.015122,8.1478e-25,0,0.0019139,0.006418,0.2982,0.011117
2.475,1.3057,0.005,-0.010281,0.015525,8.216e-25,0,0.0018556,0.0063982,0.29003,0.011207
2.425,1.3557,0.005,-0.005835,0.015932,4.7412e-25,0,0.0017937,0.0063562,0.2822,0.011303
2.375,1.4058,0.005,-0.0015049,0.016344,-5.1458e-25,0,0.0017288,0.0062922,0.27476,0.011405
2.325,1.4558,0.005,0.0027176,0.01676,-1.6751e-33,0,0.0016617,0.0062068,0.26772,0.011515
2.275,1.5059,0.005,0.0068401,0.017179,3.8021e-25,0,0.0015929,0.0061001,0.26113,0.011631
2.225,1.5559,0.005,0.01087,0.0176,1.3654e-38,0,0.001523,0.0059742,0.25493,0.011756
2.175,1.606,0.005,0.014812,0.01802,1.0154e-38,0,0.0014524,0.005831,0.24907,0.011889
2.125,1.656,0.005,0.01867,0.018438,-6.7211e-39,0,0.0013816,0.0056717,0.2436,0.012031
2.075,1.706,0.005,0.022448,0.018848,-2.2741e-25,0,0.0013113,0.0054973,0.23853,0.012183
2.025,1.7561,0.005,0.026147,0.019248,1.0063e-24,0,0.0012418,0.0053092,0.2339,0.012344
1.975,1.8061,0.005,0.029767,0.019631,6.786e-25,0,0.0011736,0.0051087,0.22972,0.012516
1.925,1.8562,0.005,0.033307,0.019992,-1.457e-24,0,0.0011069,0.0048973,0.22602,0.012699
1.875,1.9062,0.005,0.036762,0.020325,-2.3707e-27,0,0.001042,0.0046764,0.22283,0.012894
1.825,1.9563,0.005,0.040126,0.020622,4.4227e-25,0,0.00097927,0.0044476,0.22018,0.0131
1.775,2.0063,0.005,0.043391,0.020874,0,0,0.0009188,0.0042122,0.21813,0.013319
1.725,2.0563,0.005,0.046544,0.021072,-5.5565e-25,0,0.00086078,0.0039717,0.21673,0.01355
1.675,2.1064,0.005,0.049567,0.021206,1.5833e-24,0,0.00080544,0.0037277,0.21607,0.013795
1.625,2.1564,0.005,0.05244,0.02126,5.2641e-25,0,0.00075295,0.0034816,0.21626,0.014052
1.575,2.2065,0.005,0.055143,0.021216,-1.3449e-24,0,0.00070351,0.0032015,0.2175,0.014322
1.525,2.2565,0.005,0.057659,0.021057,-2.6432e-38,0,0.00065736,0.002908,0.22004,0.014606
1.475,2.3066,0.005,0.059961,0.02075,2.6289e-24,0,0.00061468,0.0026403,0.22437,0.014903
1.425,2.3566,0.005,0.061983,0.02029,-3.7036e-24,0,0.000576,0.002416,0.23141,0.015214
1.375,2.4066,0.005,0.06363,0.01967,2.833e-38,0,0.00054218,0.0022232,0.24339,0.015536
1.325,2.4567,0.005,0.064812,0.018855,9.9059e-25,0,0.00051469,0.001933,0.26626,0.01587
1.275,2.5067,0.005,0.065521,0.017801,2.7012e-24,0,0.0004975,0.0015599,0.31893,0.016217
1.225,2.5568,0.005,0.065931,0.016413,-3.294e-24,0,0.00050362,0.00113,0.44569,0.016577
1.175,2.6068,0.005,0.066925,0.014554,-4.0435e-24,0,0.00058137,0.00075104,0.77409,0.016939
1.125,2.6569,0.005,0.072563,0.011943,1.5354e-24,0,0.00092388,0.00060087,1.5376,0.017278
1.075,2.7069,0.005,0.093223,0.0077084,-3.7301e-24,0,0.0019945,0.00072512,2.7506,0.017572
1.025,2.7569,0.005,0.14178,0.0026753,2.7536e-24,0,0.0041346,0.00086583,4.1807,0.01791
0.975,2.807,0.005,0.2369,-0.0038378,-1.5337e-25,0,0.0061855,0.00076124,5.6616,0.018217
0.925,2.86,0.005,0.40357,-0.0044443,1.5955e-24,0,0.0020382,0.00039283,2.7551,0.01873
0.875,2.916,0.005,0.44927,0.00018599,9.9976e-39,0,0.00077664,0.00062569,1.2412,0.018824
0.825,2.972,0.005,0.4362,-0.0025942,-1.2897e-24,0,0.0018509,0.00027052,6.8421,0.019052
3.825,0.024,0.005,-0.14039,0.00058762,-1.0043e-25,0,0.00052312,0.00012327,4.2437,0.009422
3.775,0.072,0.005,-0.15474,0.0013296,1.7421e-24,0,0.00045222,0.00031313,1.4442,0.0094983
3.725,0.12,0.005,-0.15356,0.0022343,1.3485e-25,0,0.00063568,0.00072142,0.88115,0.0095649
3.675,0.168,0.005,-0.14882,0.0030104,-7.3738e-25,0,0.00083701,0.0012115,0.69089,0.0096424
3.625,0.216,0.005,-0.14292,0.0037776,4.5739e-25,0,0.0010239,0.001703,0.6012,0.0097155
3.575,0.264,0.005,-0.13658,0.0045193,-5.2312e-25,0,0.001194,0.0021713,0.54991,0.0097856
3.525,0.312,0.005,-0.13002,0.0052354,4.5675e-25,0,0.0013488,0.0026097,0.51684,0.0098531
3.475,0.36,0.005,-0.12336,0.0059275,2.999e-38,0,0.0014892,0.003017,0.4936,0.0099181
3.425,0.408,0.005,-0.11666,0.0065953,-8.031e-25,0,0.0016159,0.0033944,0.47604,0.0099806
3.375,0.456,0.005,-0.10995,0.0072383,2.7831e-25,0,0.0017292,0.0037437,0.46189,0.010041
3.325,0.50502,0.005,-0.10314,0.0078675,3.9648e-25,0,0.0018317,0.0040744,0.44957,0.010099
3.275,0.55506,0.005,-0.096246,0.0084799,-3.0718e-25,0,0.0019224,0.0043856,0.43834,0.010155
3.225,0.60511,0.005,-0.089429,0.0090654,-1.7316e-25,0,0.001999,0.0046731,0.42777,0.010209
3.175,0.65515,0.005,-0.082709,0.0096254,-3.6803e-25,0,0.0020618,0.0049387,0.41747,0.010262
3.125,0.70519,0.005,-0.076105,0.01016,-9.7259e-26,0,0.002111,0.0051836,0.40724,0.010315
3.075,0.75523,0.005,-0.06964,0.010665,2.5034e-38,0,0.0021469,0.0054086,0.39695,0.010368
3.025,0.80528,0.005,-0.063333,0.01114,9.6397e-26,0,0.0021702,0.0056136,0.38659,0.010422
2.975,0.85532,0.005,-0.057205,0.011585,-3.6124e-25,0,0.0021814,0.0057983,0.37621,0.010477
2.925,0.90536,0.005,-0.051265,0.012003,-4.4618e-25,0,0.0021813,0.0059623,0.36585,0.010535
2.875,0.9554,0.005,-0.045517,0.012401,-1.5135e-25,0,0.0021711,0.0061051,0.35562,0.010595
2.825,1.0054,0.005,-0.039959,0.012784,-6.634e-25,0,0.0021515,0.0062259,0.34558,0.010658
2.775,1.0555,0.005,-0.034585,0.013157,3.6737e-25,0,0.0021236,0.0063246,0.33578,0.010725
2.725,1.1055,0.005,-0.029385,0.013524,2.6134e-38,0,0.0020882,0.0064006,0.32626,0.010795
2.675,1.1556,0.005,-0.024349,0.013888,6.6385e-39,0,0.0020461,0.0064538,0.31704,0.010869
2.625,1.2056,0.005,-0.019469,0.014252,-2.8112e-34,0,0.0019981,0.0064841,0.30815,0.010947
2.575,1.2557,0.005,-0.014733,0.014618,7.8881e-25,0,0.0019448,0.0064916,0.29958,0.01103
2.525,1.3057,0.005,-0.010133,0.014988,3.4811e-25,0,0.0018869,0.0064763,0.29136,0.011119
2.475,1.3557,0.005,-0.0056575,0.015361,4.2067e-25,0,0.0018253,0.0064386,0.28349,0.011213
2.425,1.4058,0.005,-0.0012986,0.01574,-1.5513e-38,0,0.0017605,0.0063788,0.276,0.011313
2.375,1.4558,0.005,0.0029526,0.016123,4.5353e-25,0,0.0016933,0.0062969,0.26891,0.01142
2.325,1.5059,0.005,0.0071043,0.01651,-6.796e-25,0,0.0016242,0.0061935,0.26225,0.011534
2.275,1.5559,0.005,0.011164,0.016899,1.4693e-24,0,0.0015539,0.0060703,0.25598,0.011656
2.225,1.606,0.005,0.015137,0.01729,-1.5683e-25,0,0.0014827,0.0059295,0.25006,0.011785
2.175,1.656,0.005,0.019028,0.017678,-1.685e-25,0,0.0014113,0.0057718,0.24451,0.011924
2.125,1.706,0.005,0.022841,0.018062,-3.5448e-25,0,0.0013401,0.0055986,0.23936,0.012071
2.075,1.7561,0.005,0.026577,0.018437,-1.1103e-24,0,0.0012696,0.005411,0.23463,0.012228
2.025,1.8061,0.005,0.030237,0.018798,1.5871e-24,0,0.0012002,0.0052104,0.23035,0.012395
1.975,1.8562,0.005,0.03382,0.019139,-1.0249e-24,0,0.0011324,0.0049984,0.22655,0.012573
1.925,1.9062,0.005,0.037323,0.019455,3.7206e-25,0,0.0010663,0.0047764,0.22325,0.012762
1.875,1.9563,0.005,0.040741,0.019737,-8.3826e-33,0,0.0010023,0.004546,0.22048,0.012962
1.825,2.0063,0.005,0.044064,0.019979,8.8171e-25,0,0.00094056,0.0043085,0.2183,0.013175
1.775,2.0563,0.005,0.047281,0.020171,-5.2196e-25,0,0.00088128,0.0040655,0.21677,0.0134
1.725,2.1064,0.005,0.050379,0.020299,-1.1559e-32,0,0.00082462,0.0038183,0.21596,0.013636
1.675,2.1564,0.005,0.05334,0.020351,-1.1734e-24,0,0.00077078,0.0035409,0.21601,0.013886
1.625,2.2065,0.005,0.056148,0.02031,3.4609e-24,0,0.00071998,0.0032464,0.21709,0.014148
1.575,2.2565,0.005,0.058785,0.020154,-4.3565e-24,0,0.0006724,0.0029595,0.21949,0.014423
1.525,2.3066,0.005,0.061217,0.019861,8.9214e-25,0,0.00062837,0.0027059,0.22372,0.014712
1.475,2.3566,0.005,0.063366,0.019426,1.7824e-24,0,0.00058846,0.0024967,0.23081,0.015014
1.425,2.4066,0.005,0.065145,0.018839,-5.2357e-24,0,0.00055352,0.002276,0.2432,0.015328
1.375,2.4567,0.005,0.066502,0.018078,2.2535e-24,0,0.00052523,0.0019636,0.26749,0.015655
1.325,2.5067,0.005,0.067448,0.017077,0,0,0.0005079,0.0015642,0.3247,0.015996
1.275,2.5568,0.005,0.068191,0.015751,5.1342e-24,0,0.00051631,0.0011178,0.46189,0.016351
1.225,2.6068,0.005,0.069723,0.01397,-4.0046e-24,0,0.00060376,0.00074974,0.80529,0.016707
